Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,Sto,Sk.F,FiV,TB,Frk,Stl,Blk,Stp,Gul,2m,Rau
IBV,Hrafnhildur Hanna Þrastardóttir,2022/23,29,8,53.8,2.3,79.8,3.2,4.9,0.6,2.5,0.9,0.4,0.2,3.1,0.1,0.1,0
IBV,Hrafnhildur Hanna Þrastardóttir,2021/22,17,4.7,46.2,1.6,84.8,2.4,3.9,0.5,2.5,0.3,0.6,0,0.1,0,0,0
IBV,Hrafnhildur Hanna Þrastardóttir,2020/21,18,5,44.3,0.1,100,1.9,3,0.1,2.6,0.6,1.1,0.3,2.6,0,0.1,0
Selfoss,Hrafnhildur Hanna Þrastardóttir,2018/19,14,7.2,52.3,1.7,70.6,2.7,4.1,0.2,1.8,0.2,0.3,0.4,2.1,0.1,0.1,0
Afturelding,Hrafnhildur Hólm Guðnadóttir,2023/24,4,2,72.7,0,0,0.3,0.3,0.3,1,0,0,0,1.5,0,0.3,0
Afturelding,Hrafnhildur Hólm Guðnadóttir,2021/22,17,1.3,44.9,0.3,71.4,0.6,1.1,0.4,0.6,0.1,0.1,0.1,0.6,0,0.1,0
KA/Thor,Hrafnhildur Irma Jónsdóttir,2022/23,10,0.3,33.3,0,0,0.1,0.3,0,0.7,0,0,0,0.1,0,0,0
KA/Thor,Hulda Bryndís Tryggvadóttir,2022/23,2,1.5,42.9,0,0,2.5,3,0.5,3.5,0,0,0,0,0,0,0
KA/Thor,Hulda Bryndís Tryggvadóttir,2021/22,23,1.7,52.1,0,0,2.6,4.4,0.6,2,0.3,0.4,0,2,0.1,0.3,0
KA/Thor,Hulda Bryndís Tryggvadóttir,2020/21,18,2.6,52.3,0,0,2.2,3.3,0.9,2.1,0.2,0.5,0.3,3.1,0.1,0.2,0
KA/Thor,Hulda Bryndís Tryggvadóttir,2019/20,15,1.9,46,0,0,2.5,3.6,0.6,1.4,0.4,1.3,0.1,3.3,0.2,0.1,0
KA/Thor,Hulda Bryndís Tryggvadóttir,2018/19,21,2.4,46.4,0,0,2.7,3.7,0.4,2.6,0.4,0.7,0.2,2.3,0,0.2,0
Selfoss,Hulda Dís Þrastardóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Hulda Dís Þrastardóttir,2021/22,27,0.4,47.8,0,0,0.4,0.5,0,0.3,0.1,0.4,0.2,2,0.1,0.2,0
Valur,Hulda Dís Þrastardóttir,2020/21,20,0.7,58.3,0,0,0.2,0.3,0.1,0.3,0.4,0.5,0.7,4.5,0.2,0.4,0
Selfoss,Hulda Dís Þrastardóttir,2018/19,21,1.6,37.9,0.2,62.5,1.3,1.8,0.1,1.5,0.2,0.7,0.3,2.9,0,0.3,0
Selfoss,Hulda Hrönn Bragadóttir,2022/23,21,1,38.2,0,0,0.2,0.3,0.1,0.7,0.1,0.2,0,0.5,0,0,0
KA/Thor,Ida Margrethe Hoberg,2022/23,12,4.8,46,0,0,1.1,1.9,0.5,3.4,0.3,0.6,0.3,4.6,0,0.6,0.1
Haukar,Inga Dís Jóhannsdóttir,2023/24,5,3.8,67.9,0,0,3.6,6.8,1.2,2.8,0.4,0.4,0.8,3.4,0,0.2,0
HK,Inga Dís Jóhannsdóttir,2022/23,19,2.7,38.6,0.2,75,1.4,2.1,0.4,1.9,0.3,0.5,0.4,1.8,0.2,0.4,0
HK,Inga Dís Jóhannsdóttir,2021/22,9,0.1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Inga Sól Björnsdóttir,2022/23,8,0.6,55.6,0,0,0,0.3,0,0.3,0.4,0.4,0.1,1.8,0,0.4,0
Haukar,Ingeboerg Furunes,2023/24,2,3,54.5,0,0,2.5,4,2,3.5,0.5,0.5,0,2,0,0.5,0
IBV,Ingibjørg Olsen,2022/23,28,0.8,45.7,0,0,0.1,0.1,0.1,0.1,0.2,0.4,0,0.2,0,0,0
Stjarnan,Ivana Jorna Meincke,2023/24,5,1.2,75,0,0,0,0,0.4,0.2,0,0,0,0.4,0,0,0
Stjarnan,Ída Bjarklind Magnúsdóttir,2020/21,16,0.4,29.2,0,0,0.1,0.2,0,0.3,0.1,0.1,0.1,0.7,0,0.3,0
Selfoss,Ída Bjarklind Magnúsdóttir,2018/19,19,1.3,36.4,0.1,100,0.8,1.2,0.2,2.2,0.1,0.3,0.2,1.4,0.2,0.2,0
Valur,Ída Margrét Stefánsdóttir,2021/22,18,0.2,26.7,0,0,0.1,0.3,0,0.2,0,0.2,0.3,0.7,0.1,0.1,0
Valur,Ída Margrét Stefánsdóttir,2020/21,16,0.3,62.5,0,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0,0.1,0
Valur,Ída Margrét Stefánsdóttir,2019/20,9,0.1,16.7,0,0,0.2,0.2,0,0.1,0,0.2,0.2,0.7,0,0.2,0
Valur,Ída Margrét Stefánsdóttir,2018/19,7,0.1,25,0,0,0.3,0.3,0,0.1,0,0,0,0.4,0,0.1,0
Fram,Íris Anna Gísladóttir,2023/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Íris Ásta Pétursdóttir,2021/22,9,1.1,62.5,0,0,0.3,0.3,0,0.6,0.3,0,0,0.9,0,0,0
Valur,Íris Ásta Pétursdóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Íris Ásta Pétursdóttir,2019/20,7,2,70,0,0,0,0,0.3,0.4,0.3,0.3,0,0.3,0,0.1,0
Valur,Íris Ásta Pétursdóttir,2018/19,27,3,66.1,0,0,0.1,0.1,0.3,0.8,0.3,0.1,0,0.7,0,0.1,0
Afturelding,Íris Kristín Smith,2019/20,9,0,0,0,0,0,0,0.1,0.1,0.3,0.1,0,0.2,0,0,0
HK,Jóhanna Lind Jónasdóttir,2022/23,20,0.9,51.4,0,0,0,0,0.1,0.3,0,0.2,0,0.4,0,0.1,0
HK,Jóhanna Lind Jónasdóttir,2021/22,5,1.2,54.5,0,0,0,0,0,0.4,0.2,0,0,0.2,0.2,0,0
HK,Jóhanna Margrét Sigurðardóttir,2021/22,21,6,52.5,2.6,76.4,2.9,4.1,1.2,4,0.4,0.9,0.3,3.6,0,0.1,0
HK,Jóhanna Margrét Sigurðardóttir,2020/21,9,3.8,72.3,2.7,82.8,0.4,0.5,0.4,0.8,0,0.2,0,0.9,0,0.2,0
HK,Jóhanna Margrét Sigurðardóttir,2019/20,14,5.5,64.7,1.6,78.6,1.9,2.5,0.8,2.3,0.1,0.8,0.4,2.5,0,0,0
Fram,Jónína Hlín Hansdóttir,2021/22,28,0.9,80,0,0,0.1,0.2,0.4,0.5,0.2,0.1,0.4,1.8,0,0.2,0
Fram,Jónína Hlín Hansdóttir,2020/21,15,0.7,83.3,0,0,0.1,0.1,0.5,0.3,0.4,0.3,1.4,1.7,0.1,0.3,0.1
Fram,Jónína Hlín Hansdóttir,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Jónína Hlín Hansdóttir,2018/19,5,0.2,100,0,0,0,0,0,0,0,0,0,0.2,0,0,0
KA/Thor,Júlía  Björnsdóttir,2022/23,23,2,63.4,0,0,0.3,0.4,1.2,0.8,0.3,0.4,0.2,1.7,0.2,0.2,0
KA/Thor,Júlía  Björnsdóttir,2021/22,16,0.1,66.7,0,0,0,0.1,0.1,0,0,0,0,0.2,0,0,0
KA/Thor,Júlía  Björnsdóttir,2020/21,13,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0
Fram,Karen Knútsdóttir,2021/22,27,5.4,62.6,1.9,86.7,4.4,6.4,1.1,2.5,0.6,1.1,0.1,0.6,0,0,0
HK,Karen Kristinsdóttir,2021/22,10,0.9,60,0,0,0,0,0,0.2,0,0.3,0,0.2,0,0.1,0
HK,Karen Kristinsdóttir,2020/21,14,0.1,33.3,0,0,0,0,0,0.1,0.1,0,0,0.3,0,0,0
Fram,Karen Knútsdóttir,2020/21,13,2.5,59.3,0.2,75,3.1,4.3,0.7,2.4,0.2,0.2,0.2,0.3,0,0.2,0
HK,Karen Kristinsdóttir,2019/20,6,0.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Karen Knútsdóttir,2019/20,17,4.3,61.3,1.2,87.5,3.5,5.4,0.8,2,0.4,0.6,0,1.2,0,0.1,0
Fram,Karen Knútsdóttir,2018/19,23,4,64.1,0.2,71.4,2.9,4.2,1,1.9,0.3,1.3,0,1.3,0,0.1,0
HK,Karen Kristinsdóttir,2018/19,11,0.3,75,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0
Selfoss,Karen Helga Díönudóttir,2022/23,2,3,75,0,0,3.5,4,0,2.5,0.5,0,0,0.5,0,0.5,0
Haukar,Karen Helga Díönudóttir,2021/22,20,1.1,52.4,0,0,2.2,3.1,0.3,1.5,0.4,0.6,0.1,3.3,0.1,0.2,0
Haukar,Karen Helga Díönudóttir,2020/21,16,3.4,44.7,0.1,25,3.4,5.5,0.6,2.7,0.4,0.4,0.4,2.6,0.1,0.1,0
Haukar,Karen Helga Díönudóttir,2019/20,12,3,45.6,0.1,50,1.1,2,1.3,2.3,0.4,0.3,0,1.8,0,0.1,0
Haukar,Karen Helga Díönudóttir,2018/19,24,2.9,57.4,0.2,100,1.3,1.8,0.5,1.4,0.4,0.4,0,1.8,0,0.2,0
IR,Karen Tinna Demian,2023/24,5,6,55.6,2.8,87.5,3.2,5.2,0.6,2.6,0.6,1.4,0.2,1,0,0,0
Stjarnan,Karen Tinna Demian,2021/22,3,0,0,0,0,0.3,1.3,0,0.3,0,0,0,0,0,0.3,0
Stjarnan,Karen Tinna Demian,2020/21,12,0.7,42.1,0,0,0.5,1.1,0.3,0.7,0.1,0.1,0,0.4,0,0,0
Stjarnan,Karen Tinna Demian,2019/20,18,3.1,48.3,0,0,1.8,3.2,0.6,1.8,0.1,0.6,0,0.7,0,0.1,0
Valur,Karlotta Óskarsdóttir,2022/23,28,0.9,55.8,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0.1,0
Valur,Karlotta Óskarsdóttir,2020/21,12,0.3,75,0,0,0,0,0,0,0,0,0,0.2,0,0,0
IBV,Karolina Olszowa,2023/24,5,2.6,52,0,0,1.2,2,0.2,2.2,0.6,0.2,0.2,2,0.2,0.2,0
IBV,Karolina Olszowa,2022/23,27,0.7,51.4,0,0,0.7,1.1,0.2,0.6,0.1,0.5,0.2,1.6,0,0.3,0
IBV,Karolina Olszowa,2021/22,26,2.2,43.8,0,0,3.1,4.2,0.4,1.8,0.5,0.7,0.2,2.9,0.1,0.3,0
IBV,Karolina Olszowa,2020/21,19,1.4,41.5,0,0,0.6,1.3,0.2,2.1,0.4,0.4,0.9,2.6,0.2,0.4,0
IBV,Karolina Olszowa,2019/20,18,1.4,50,0,0,0.6,1,0.4,1.8,0.3,0.6,0.2,2.6,0.2,0.4,0
Fram,Karólína Bæhrenz,2020/21,12,4.4,72.6,0,0,0.2,0.3,0.4,0.3,0.7,0.5,0,0.3,0,0.1,0
IBV,Karólína Bæhrenz,2018/19,24,2.4,64.4,0,0,0.4,0.5,0.3,0.7,0.4,0.8,0,0.9,0.1,0.1,0
Stjarnan,Karólína Ósk Sigurlaugardótti,2023/24,5,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
IBV,Katla Arnarsdóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Katla Björg Ómarsdóttir,2022/23,21,0.5,45.8,0,0,0.2,0.2,0.2,0.2,0.4,0.2,0,0.4,0,0,0
Selfoss,Katla Björg Ómarsdóttir,2018/19,20,0.2,100,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0
Selfoss,Katla María Magnúsdóttir,2022/23,21,7.6,54.8,2.2,79.7,3.5,5.4,1,2.9,0.2,1.2,0.9,2,0.1,0.4,0
Stjarnan,Katla María Magnúsdóttir,2021/22,20,1.2,38.3,0,0,0.4,0.6,0.2,1.1,0,0.6,0.4,1.8,0.1,0.2,0
Stjarnan,Katla María Magnúsdóttir,2020/21,16,1.2,37.3,0,0,0.8,1.2,0.4,0.9,0.1,0.4,0.1,2.1,0.1,0.1,0
Selfoss,Katla María Magnúsdóttir,2018/19,18,0.9,50,0,0,0.6,1,0.1,1.1,0,0.1,0,0.8,0,0.2,0
KA/Thor,Katrín Vilhjálmsdóttir,2022/23,2,0.5,100,0,0,0.5,0.5,0,0,0.5,0.5,0,1.5,0,1,0
KA/Thor,Katrín Vilhjálmsdóttir,2021/22,11,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,1.5,0,0.4,0
Afturelding,Katrín Hallgrímsdóttir,2021/22,12,0.5,30,0,0,0.1,0.1,0,0.2,0.4,0.1,0,0.7,0,0.1,0
KA/Thor,Katrín Vilhjálmsdóttir,2020/21,5,1,38.5,0,0,0.8,1,0,0,0.8,0.8,0,2.4,0,0.2,0
KA/Thor,Katrín Vilhjálmsdóttir,2019/20,18,2.4,53.8,0,0,0.2,0.4,0.1,0.8,0.6,0.3,0.1,4.8,0.2,0.4,0
KA/Thor,Katrín Vilhjálmsdóttir,2018/19,21,3,54.3,0,0,0.2,0.2,0.2,0.6,0.3,0.7,0.2,2,0.1,0.4,0
Afturelding,Katrín Erla Kjartansdóttir,2023/24,4,0.5,28.6,0,0,0.5,0.5,0,0.8,0,0.3,0,0.5,0,0,0
HK,Katrín Hekla Magnúsdóttir,2022/23,21,0.5,37.9,0,0,0,0,0,0.2,0.1,0.1,0,0.3,0,0,0
HK,Katrín Hekla Magnúsdóttir,2021/22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Katrín Helga Davíðsdóttir,2023/24,4,0.8,18.8,0.3,50,2,3,0.5,2,0.3,0.5,0,3,0,0,0
Afturelding,Katrín Helga Davíðsdóttir,2021/22,21,4.7,42.5,1.4,67.4,1.6,2.9,0.3,2.4,0.3,0.9,0,1.8,0,0.2,0
Afturelding,Katrín Helga Davíðsdóttir,2019/20,16,1.2,36.5,0.1,33.3,0.3,0.3,0.3,1.1,0.3,0.2,0,0.2,0,0.1,0
Stjarnan,Katrín Tinna Jensdóttir,2020/21,11,0.9,71.4,0,0,0,0,0.1,0.5,0.2,0.3,0.4,3.5,0,0.3,0
Stjarnan,Katrín Tinna Jensdóttir,2019/20,16,0.1,50,0,0,0,0,0.1,0,0.1,0.2,0.2,2.6,0,0.3,0
HK,Kolbrún Arna Garðarsdóttir,2018/19,6,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
KA/Thor,Kolbrún Gígja Einarsdóttir,2019/20,12,0.3,20,0,0,0.2,0.5,0,0.4,0,0,0,0.4,0,0,0
Valur,Kristbjörg Erlingsdóttir,2023/24,2,0.5,100,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0
Valur,Kristbjörg Erlingsdóttir,2022/23,3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
Stjarnan,Kristín Guðmundsdóttir,2023/24,2,1,40,0,0,0,0,0,0,0,0,0,4,0.5,0,0
HK,Kristín Guðmundsdóttir,2022/23,9,1,47.4,0.6,71.4,0.1,0.5,0,0.8,0,0,0,0.3,0,0.2,0
HK,Kristín Guðmundsdóttir,2020/21,14,3.4,39.2,0,0,3.2,3.8,0.2,2.6,0,0.3,0.1,4.1,0.1,0.4,0
IBV,Kristín Einarsdóttir,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
HK,Kristín Guðmundsdóttir,2019/20,18,2.2,43,0,0,1.8,2.6,0.2,2.3,0.1,0.4,0.3,2.9,0.1,0.4,0
Stjarnan,Kristín Guðmundsdóttir,2018/19,19,2.5,45.3,0,0,1.8,2.9,0.1,1.7,0.1,0.3,0.1,2.2,0.1,0.5,0
KA/Thor,Kristín A. Jóhannsdóttir,2023/24,5,2.2,57.9,0,0,0.6,0.6,0.2,0.2,0.2,0.4,0,2.8,0.2,0.6,0
KA/Thor,Kristín A. Jóhannsdóttir,2022/23,20,1.9,66.7,0.1,100,0.1,0.3,0.4,0.6,0.2,0.3,0.1,1.9,0.1,0.3,0
KA/Thor,Kristín A. Jóhannsdóttir,2021/22,20,0.3,35.7,0,0,0,0,0.2,0.1,0.1,0.1,0,0.1,0,0,0
KA/Thor,Kristín A. Jóhannsdóttir,2020/21,19,0.9,43.6,0,0,0.1,0.1,0.4,0.4,0.1,0.2,0,0.4,0.1,0.1,0
KA/Thor,Kristín A. Jóhannsdóttir,2019/20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA/Thor,Kristín A. Jóhannsdóttir,2018/19,7,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
Afturelding,Kristín Arndís Ólafsdóttir,2021/22,3,0.3,33.3,0,0,0.3,0.6,0.3,0.7,0,0,0,0.3,0,0,0
Afturelding,Kristín Arndís Ólafsdóttir,2019/20,19,2.9,49.1,1.3,80,1.2,2,0.5,3.3,0,0.4,0.1,1.4,0.1,0.1,0
KA/Thor,Kristín B. Gunnarsdóttir,2023/24,5,0.2,100,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0
Stjarnan,Kristín Lísa Friðriksdóttir,2018/19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Kristín Una Hólmarsdóttir,2022/23,21,0.3,60,0,0,0,0,0,0.1,0.2,0.1,0,0.1,0,0,0
Fram,Kristrún Steinþórsdóttir,2023/24,4,0.8,23.1,0,0,2.3,2.6,0,2.5,0.3,0.5,2,3.8,0.5,0.5,0
Fram,Kristrún Steinþórsdóttir,2022/23,23,2.8,35.8,0,0,3.6,5.5,0.5,3.1,0.5,0.5,0.9,4.5,0.2,0.1,0
Fram,Kristrún Steinþórsdóttir,2021/22,28,1.7,46.5,0,0,2.1,2.6,0.3,1.4,0.4,0.4,0.4,2.4,0.1,0,0
Fram,Kristrún Steinþórsdóttir,2020/21,15,1.3,47.5,0,0,1.3,1.7,0.4,1.4,0.1,0.2,1.7,2.5,0.1,0.3,0
Fram,Kristrún Steinþórsdóttir,2019/20,18,2.1,62.7,0,0,1.3,1.6,0.2,1,0.2,0.2,1.9,2.7,0.1,0.3,0
Selfoss,Kristrún Steinþórsdóttir,2018/19,21,2,42.9,0,0,1.6,2,0.5,2,0.1,0.4,0.4,2.1,0.1,0.1,0
IBV,Kristrún Ósk Hlynsdóttir,2020/21,18,0.4,61.5,0,0,0,0,0.1,0.2,0.2,0.2,0,0.5,0,0.2,0
IBV,Kristrún Ósk Hlynsdóttir,2019/20,18,2.1,63.3,0,0,0.3,0.3,0.2,0.6,0.6,0.4,0.1,1.3,0.2,0.3,0
IBV,Kristrún Ósk Hlynsdóttir,2018/19,24,2,65.8,0,0,0.6,0.7,0.3,0.6,0.3,0.7,0,0.8,0,0.3,0
IBV,Ksenija Dzaferovic,2019/20,18,1.7,37.5,0,0,0.3,0.5,0.3,1.5,0.1,0.1,0.1,1.6,0,0.2,0
Haukar,Lara Zidek,2022/23,5,2,71.4,0.4,100,0.8,1.6,0.4,1.8,0,0,0,0.2,0,0.2,0
HK,Leandra Náttsól Salvamoser,2022/23,20,2.1,55.4,0,0,0,0,0.2,0.4,0.3,0.2,0,0.7,0.1,0.6,0.1
HK,Leandra Náttsól Salvamoser,2021/22,7,1.4,55.6,0,0,0,0.1,0.1,0.6,0.6,0.3,0,0,0,0.1,0
Fram,Lena Margrét Valdimarsdóttir,2023/24,4,8.3,68.8,2,72.7,3.8,7.1,0.5,1.3,1,1.8,0,1,0,0,0
Stjarnan,Lena Margrét Valdimarsdóttir,2022/23,28,5.3,61.4,0.7,87,3.4,4.6,0.5,2.2,0.5,0.9,0,2.2,0,0.2,0
Stjarnan,Lena Margrét Valdimarsdóttir,2021/22,23,3.5,47.6,0.3,57.1,4,6.1,0.4,2.4,0.3,0.7,0,2,0,0.2,0
Fram,Lena Margrét Valdimarsdóttir,2020/21,16,3.8,62.2,0.6,75,1.5,2.2,0.2,0.9,0.1,0.2,0,1.4,0.1,0,0
Fram,Lena Margrét Valdimarsdóttir,2019/20,18,1.5,57.4,0.1,100,1,1.7,0.1,0.4,0.1,0.2,0.1,0.8,0,0.1,0
Fram,Lena Margrét Valdimarsdóttir,2018/19,25,1.3,60.4,0.4,75,0.3,0.7,0,0.5,0,0,0,0.2,0,0,0
Valur,Lilja Ágústsdóttir,2023/24,5,3.6,64.3,1.2,100,1,1,0.2,0.4,0.6,1,0,0.8,0,0,0
Valur,Lilja Ágústsdóttir,2022/23,28,2.4,60.6,0.3,70,0.3,0.3,0.1,0.3,0.3,0.5,0,0.4,0,0,0
Valur,Lilja Ágústsdóttir,2021/22,11,2.4,60.5,0.5,45.5,0.5,0.5,0.1,0.5,0.5,0.5,0,0.3,0,0,0
Valur,Lilja Ágústsdóttir,2020/21,19,2.3,67.2,0.8,88.9,0.2,0.3,0.2,0.5,0.4,0.3,0,0.3,0,0,0
Valur,Lilja Ágústsdóttir,2019/20,18,0.8,73.7,0.1,66.7,0.1,0.1,0,0.1,0.1,0.1,0,0.3,0,0,0
IBV,Lina Cardell,2021/22,27,2.6,56.8,0,0,0.3,0.4,0.1,0.7,0.8,0.5,0,0.3,0.1,0.1,0
IBV,Lina Cardell,2020/21,16,2.1,47.8,0,0,0.1,0.1,0.1,0.5,0.9,0.4,0,0.9,0,0.2,0.1
IBV,Linda Björk Brynjarsdóttir,2019/20,7,0.4,33.3,0,0,0,0,0,0.9,0.1,0.1,0,0.7,0,0,0
IBV,Linda Björk Brynjarsdóttir,2018/19,5,0.2,50,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0
Valur,Lovísa Thompson,2021/22,21,5.9,54.2,1,75.9,3.2,5.2,1.1,2.8,0.2,0.9,0.5,5.6,0.1,0.4,0
Valur,Lovísa Thompson,2020/21,20,6.6,55.9,0.6,66.7,2,3.2,0.8,2.7,0.3,1,0.5,4.9,0.1,0.4,0
Valur,Lovísa Thompson,2019/20,18,6.3,58.8,0.6,100,4,5.4,0.2,1.9,0.3,0.8,0.6,5.1,0.2,0.2,0
Valur,Lovísa Thompson,2018/19,27,5.2,51.5,0.1,100,2.9,3.8,0.6,2.3,0.6,0.6,0.3,4.3,0.2,0.3,0
Afturelding,Lovísa Líf Helenudóttir,2023/24,4,1.3,50,0,0,0.3,0.3,0,1,0.3,1.3,0,0.8,0,0,0
Afturelding,Lovísa Líf Helenudóttir,2021/22,21,1.5,50,0,0,0.2,0.2,0,0.3,0.1,0.4,0,0.5,0,0,0
HK,Lovísa Líf Helenudóttir,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Lovísa Líf Helenudóttir,2019/20,13,0.1,100,0,0,0,0,0,0.2,0,0,0,0,0,0,0
KA/Thor,Lydía Gunnþórsdóttir,2023/24,5,3.8,44.2,2,76.9,1.4,2.2,0.2,3,0,0.6,0,0,0,0,0
KA/Thor,Lydía Gunnþórsdóttir,2022/23,24,3.1,65.2,1.8,79.2,1.2,1.8,0.1,1.8,0.1,0.1,0,0.2,0,0,0
KA/Thor,Lydía Gunnþórsdóttir,2021/22,2,0.5,50,0.5,100,0.5,1,0,0.5,0,0,0,0,0,0,0
Fram,Madeleine Lindholm,2022/23,15,3,45.5,0.1,100,1.4,1.8,0,1.1,0.1,0.3,0.3,2.9,0.1,0.2,0
HK,Margrét Guðmundsdóttir,2022/23,10,0.6,42.9,0,0,0,0,0,0,0,0,0,0.3,0,0,0
HK,Margrét Guðmundsdóttir,2021/22,8,1.5,63.2,0,0,0,0,0.1,0.3,0.1,0.3,0,0.6,0,0,0
IBV,Margrét Björg Castillo,2023/24,5,0.4,50,0,0,0.4,0.6,0,1,0.2,0,0,1,0,1,0
Fram,Margrét Björg Castillo,2021/22,8,0.9,38.9,0,0,1.5,2.3,0,0.6,0,0.1,0,0,0,0.3,0
Fram,Margrét Björg Castillo,2020/21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Margrét Björg Castillo,2019/20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Margrét Björg Castillo,2018/19,4,0.3,100,0.3,100,0,0,0,0,0,0,0,0,0,0,0
IR,Maria Leifsdóttir,2023/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Mariam Eradze,2022/23,28,4.4,46.9,0,0,2.9,4.2,0.3,2.3,0.4,1,2,4.4,0.2,0.8,0.1
Valur,Mariam Eradze,2021/22,29,3.5,50,0.2,77.8,1.5,2.2,0.4,1.5,0.3,0.5,0.9,2.4,0.1,0.3,0
Valur,Mariam Eradze,2020/21,20,1.8,40.7,0,0,0.7,1,0,0.9,0.1,0.5,1.7,2.6,0.3,0.4,0
IBV,Marija Jovanovic,2022/23,9,1.8,66.7,0,0,0.8,1.4,0.3,1.7,0.2,0.9,0.8,1.9,0.2,0.8,0.1
IBV,Marija Jovanovic,2021/22,26,3.6,52.2,1.9,74.6,2.3,3.7,0.3,2.2,0.5,0.7,1.7,1.7,0.2,1.2,0.1
Stjarnan,Marinela Ana Gherman,2023/24,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
KA/Thor,Martha Hermannsdóttir,2021/22,26,4.4,67.9,3.1,82.7,2.3,3.7,0.3,1.5,0.4,0.5,0.3,4.2,0.2,0.7,0
KA/Thor,Martha Hermannsdóttir,2020/21,11,1.8,52.6,1.1,70.6,0.7,1.5,0.5,1.2,0.2,0.6,0.5,2.5,0,1.1,0.2
KA/Thor,Martha Hermannsdóttir,2019/20,18,5.3,49.7,2.6,79.7,3.1,4.4,0.4,2.8,0.4,0.6,0.7,6.3,0.1,1,0
KA/Thor,Martha Hermannsdóttir,2018/19,21,6.6,57.7,3,84,2.9,3.9,0.8,2.5,0.2,0.7,0.2,5.4,0.1,0.8,0
KA/Thor,Martina Corkovic,2019/20,12,3.3,45.9,0.8,75,1.2,2.2,0.3,1.4,0.2,0.7,0.3,2.5,0.3,0.3,0
IR,Matthildur Lilja Jónsdóttir,2023/24,5,2.4,48,0,0,0.2,1.8,0.4,1.4,0.6,0.2,0.2,5.4,0,0.2,0
HK,Mattý Rós Birgisdóttir,2022/23,5,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0
Valur,Morgan Marie Þorkelsdóttir,2023/24,2,0.5,33.3,0,0,0.5,0.5,0,0.5,0,0.5,0,1,0,0,0
Valur,Morgan Marie Þorkelsdóttir,2022/23,14,0.9,46.2,0,0,0.4,0.8,0.1,0.5,0.2,0,0,1.1,0,0,0
Valur,Morgan Marie Þorkelsdóttir,2021/22,23,2.3,53.5,0,0,1.1,1.5,0.5,1,0.3,0.2,0,1.3,0,0.2,0
Valur,Morgan Marie Þorkelsdóttir,2018/19,27,1.8,36.6,0,0,0.9,1.2,0.3,1.4,0.2,0.1,0.3,0.9,0,0.1,0
Haukar,Natasja Hammer,2022/23,28,3.2,42.9,0,0,2.5,4.4,0.9,2.9,0.4,1,0.2,3.3,0.1,0.3,0
KA/Thor,Nathalia Soares Baliana,2023/24,5,5.4,42.9,0,0,2,3,0.4,3,0.4,0.2,0.6,1.8,0.4,0.4,0
KA/Thor,Nathalia Soares Baliana,2022/23,22,4.8,39.8,0,50,1.4,2,0.2,2.6,0.2,0.7,0.7,2.7,0.3,0.5,0
HK,Ólöf Ásta Arnþórsdóttir,2020/21,9,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
Stjarnan,Ólöf Ásta Arnþórsdóttir,2019/20,10,0.3,37.5,0,0,0.2,0.2,0.2,0.2,0,0.1,0,0.2,0,0,0
IBV,Ólöf María Stefánsdóttir,2022/23,28,0.3,75,0,0,0,0,0.1,0.2,0.1,0,0,0.5,0,0.1,0
