Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,Sto,Sk.F,FiV,TB,Frk,Stl,Blk,Stp,Gul,2m,Rau
Valur,Thea Imani Sturludóttir,2021/22,28,5.4,56.1,1,77.1,2.6,3.9,0.6,1,0.2,0.5,0.4,5.4,0.1,0.1,0
Valur,Thea Imani Sturludóttir,2020/21,17,4.2,50.4,0.2,66.7,1.6,2.2,0.4,1,0.2,0.3,0.4,4.6,0,0.3,0
Stjarnan,Thelma Dögg Einarsdóttir,2022/23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Thelma Melsted Björgvinsdóttir,2023/24,5,0.2,50,0,0,0,0,0,0,0,0,0,0.2,0,0,0
Haukar,Thelma Melsted Björgvinsdóttir,2022/23,18,0.8,65.2,0,0,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.8,0,0.2,0
Haukar,Thelma Melsted Björgvinsdóttir,2021/22,19,0.2,57.1,0,0,0.1,0.1,0.3,0.1,0.1,0.1,0,0.4,0,0.1,0
Haukar,Thelma Melsted Björgvinsdóttir,2020/21,15,0.1,50,0,0,0,0,0,0.1,0,0.1,0,0,0,0.1,0
Haukar,Thelma Melsted Björgvinsdóttir,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Thelma Sif Sófusdóttir,2022/23,12,0.1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Stjarnan,Thelma Sif Sófusdóttir,2021/22,16,0.2,50,0,0,0.1,0.2,0,0.4,0,0.1,0,0,0,0,0
Stjarnan,Thelma Sif Sófusdóttir,2020/21,12,0.2,50,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0
IR,Theodóra Brynja Sveinsdóttir,2023/24,5,0.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfoss,Tinna Sigurrós Traustadóttir,2022/23,7,2.4,53.1,0,0,0.7,1.1,0.6,0.3,0,0.1,0,1.1,0,0.3,0
Selfoss,Tinna Sigurrós Traustadóttir,2018/19,10,1.7,68,0,0,0,0,0.1,0.2,0.3,0.2,0,0.2,0,0,0
Selfoss,Tinna Soffía Traustadóttir,2022/23,20,2.1,68.9,0,0,0.2,0.3,0.5,0.8,0.3,0.2,0.3,2.8,0,0.2,0
HK,Tinna Sól Björgvinsdóttir,2021/22,5,2.2,57.9,0,0,0,0,1.2,0.4,0.6,0.8,0,7.2,0.2,0.8,0
HK,Tinna Sól Björgvinsdóttir,2020/21,13,2.6,69.4,0,0,0,0.2,0.8,0.8,0.2,0.6,0,4.5,0.2,0.7,0
HK,Tinna Sól Björgvinsdóttir,2019/20,18,2.4,68.3,0,0,0.1,0.1,0.6,0.8,0.6,0.7,0,2.1,0.1,0.2,0
HK,Tinna Sól Björgvinsdóttir,2018/19,16,1.9,64.6,0,0,0.1,0.2,0.2,0.3,0.2,0.5,0,0.9,0,0.1,0
Fram,Tinna Valgerður Gísladóttir,2022/23,23,1.8,54.5,0.5,66.7,0.4,0.5,0.2,0.7,0.1,0,0,0.3,0,0.1,0
Fram,Tinna Valgerður Gísladóttir,2021/22,27,0.9,58.1,0.1,66.7,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0,0.1,0
KA/Thor,Unnur Ómarsdóttir,2022/23,12,3,72,0.1,50,0.9,1.2,0.3,1.3,0.8,0.7,0,0.7,0,0.1,0
KA/Thor,Unnur Ómarsdóttir,2021/22,27,3.5,55.6,0,0,0.3,0.6,0.3,0.5,0.6,0.9,0,0.6,0.1,0.1,0
Fram,Unnur Ómarsdóttir,2020/21,16,1.5,61.5,0,0,0.4,0.4,0.6,0.4,0.4,0.6,0,0.4,0.1,0.1,0
Fram,Unnur Ómarsdóttir,2019/20,15,1.9,64.4,0,0,0.3,0.4,0.1,0.1,0.3,0.1,0,0.3,0.1,0.1,0
Fram,Unnur Ómarsdóttir,2018/19,26,2.8,73.5,0,0,0.2,0.3,0.1,0.6,0.2,0.3,0,0.5,0,0.1,0
IR,Vaka Líf Kristinsdóttir,2023/24,5,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,0.6,0,0,0
Valur,Vaka Sigríður Ingólfsdóttir,2021/22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Vaka Sigríður Ingólfsdóttir,2020/21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valur,Vala  Magnúsdóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fram,Valgerður Arnalds,2023/24,4,0,0,0,0,0.3,0.3,0,0.5,0.3,0,0,0.8,0,0,0
Fram,Valgerður Arnalds,2022/23,22,0.1,50,0,0,0.3,0.3,0,0.4,0,0,0,0,0,0,0
Fram,Valgerður Arnalds,2021/22,4,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0
HK,Valgerður Ýr Þorsteinsdóttir,2022/23,9,2.9,45.6,0,0,1.6,3.7,0.3,2.6,0,0.1,0,2.6,0,0.2,0
HK,Valgerður Ýr Þorsteinsdóttir,2021/22,21,3.7,56.1,0,0,1.5,2.4,0.8,2.7,0.1,0.6,0.1,2.7,0.3,0.5,0
HK,Valgerður Ýr Þorsteinsdóttir,2020/21,3,4.7,42.4,0,0,3.7,5.4,0.7,4,0,0.7,0,2.3,0.3,0.7,0
HK,Valgerður Ýr Þorsteinsdóttir,2019/20,19,4.4,53.8,0,0,1.9,2.6,1.2,3.1,0,0.2,0,1.7,0.1,0.4,0
HK,Valgerður Ýr Þorsteinsdóttir,2018/19,9,2.8,53.2,0,0,1.4,2.8,0.8,3.1,0,0.8,0,1.6,0,0.4,0
Stjarnan,Vigdís Arna Hjartardóttir,2023/24,5,1.8,56.3,0,0,0,0,0,0.4,0.4,0.8,0,0.2,0,0,0
Stjarnan,Vigdís Arna Hjartardóttir,2022/23,23,0.3,40,0,100,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0
Valur,Vigdís Birna Þorsteinsdóttir,2019/20,18,1.7,70.5,0,0,0.1,0.1,0.2,0.1,0.2,0.1,0.1,1.7,0.1,0.3,0
Valur,Vigdís Birna Þorsteinsdóttir,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IBV,Þóra Björg Stefánsdóttir,2021/22,21,1.3,61.4,0.6,76.5,0.2,0.5,0,0.3,0,0,0,0.2,0,0,0
IBV,Þóra Björg Stefánsdóttir,2020/21,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
IBV,Þóra Guðný Arnarsdóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afturelding,Þóra Guðný Arnarsdóttir,2019/20,5,0.4,100,0,0,0,0.2,0.8,0.4,0.4,0,1,1.4,0,0.4,0
HK,Þóra María Sigurjónsdóttir,2021/22,20,1.4,49.1,0.5,81.8,1,1.7,0.8,1.9,0.1,0.4,0.1,0.9,0,0.1,0
HK,Þóra María Sigurjónsdóttir,2020/21,9,1.7,36.6,0,0,1.1,1.9,0.7,2.2,0.1,0,0,1.3,0.1,0.1,0
Afturelding,Þóra María Sigurjónsdóttir,2019/20,9,3.8,45.3,0.8,70,1.1,2.1,0.8,4.1,0.4,0.2,0.7,3.4,0.1,0.2,0
Valur,Þórey Anna Ásgeirsdóttir,2023/24,4,5.5,68.8,3,80,0.8,1.1,0,1.3,0,0.5,0,0.3,0.3,0,0
Valur,Þórey Anna Ásgeirsdóttir,2022/23,28,6,76.6,3,83,0.6,0.9,0.2,0.2,0.5,0.6,0,1.2,0,0,0
Valur,Þórey Anna Ásgeirsdóttir,2021/22,17,3.5,72.8,2.3,83,0.5,0.6,0,0.3,0.1,0.2,0,0.8,0.1,0.1,0
Valur,Þórey Anna Ásgeirsdóttir,2020/21,12,4.7,64.4,1.7,95.2,0.8,1.6,0,1.6,0,0.3,0,2.9,0.1,0.1,0
Stjarnan,Þórey Anna Ásgeirsdóttir,2019/20,12,5.2,56.4,2.3,82.4,2.2,3.2,0.3,0.9,0.2,0.3,0,5.3,0.2,0.1,0
Stjarnan,Þórey Anna Ásgeirsdóttir,2018/19,21,6.2,56,1.9,81.6,2,3.3,0.3,1.1,0.2,0.2,0.1,2.1,0.2,0.1,0
Fram,Þórey Rósa Stefánsdóttir,2023/24,4,4.5,75,0,0,0,0.3,0,0.5,0.3,0.5,0,0.3,0,0.3,0
Fram,Þórey Rósa Stefánsdóttir,2022/23,23,3.6,63.1,0,0,0.6,0.7,0,0.8,0.8,0.6,0,0.3,0,0.2,0
Fram,Þórey Rósa Stefánsdóttir,2021/22,27,4.1,60.7,0,0,0.2,0.3,0.2,0.6,0.6,0.6,0,0.5,0,0.1,0
Fram,Þórey Rósa Stefánsdóttir,2020/21,4,4.3,70.8,0,0,0.5,0.5,0,0.5,0.8,1,0,0.8,0,0.3,0
Fram,Þórey Rósa Stefánsdóttir,2019/20,18,5.3,67.9,0,0,0.6,0.8,0.2,0.7,0.5,0.9,0,0.3,0.1,0.1,0
Fram,Þórey Rósa Stefánsdóttir,2018/19,26,5,64,0,0,0.5,0.5,0,0.6,0.3,1,0,0.7,0,0.1,0
Stjarnan,Þórhildur Gunnarsdóttir,2022/23,5,0.6,75,0,0,0,0.2,0,0.6,0.2,0.2,0,1.4,0,0,0
Stjarnan,Þórhildur Gunnarsdóttir,2021/22,4,0.5,66.7,0,0,0,0,0,0.3,0.5,0.3,0,0.5,0,0,0
Stjarnan,Þórhildur Gunnarsdóttir,2019/20,12,3.2,74.5,0,0,2.3,3.2,1,3.7,0.2,0.7,0.5,4.8,0.2,0.3,0
Stjarnan,Þórhildur Gunnarsdóttir,2018/19,21,2.8,64.4,0.1,100,0.9,1.2,1,1,0.3,0.6,0.1,3.3,0.1,0.2,0
Haukar,Þórhildur Braga Þórðardóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haukar,Þórhildur Braga Þórðardóttir,2019/20,14,1.6,45.8,0,0,0.9,1.6,1.1,1.8,0,0.4,0,1.3,0,0.4,0
Haukar,Þórhildur Braga Þórðardóttir,2018/19,18,1.2,43.8,0.1,100,0.7,1,0.6,1.1,0.1,0.1,0.1,0.7,0.1,0.1,0
Afturelding,Þórhildur Vala Kjartansdóttir,2021/22,12,0.1,50,0,0,0,0,0.1,0.3,0,0.1,0.3,0.3,0,0.3,0.1
Afturelding,Þórunn Friðriksdóttir,2019/20,14,0.6,50,0,0,0.1,0.2,0.4,0.9,0.6,0.1,0,0.9,0.1,0.1,0
HK,Þórunn Friðriksdóttir,2018/19,19,0.7,56,0.2,50,0.4,0.5,0.3,0.6,0.1,0.1,0,0.3,0,0.2,0
