Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,FiV,Sto,Sk.F,P%,S7m,TB,Sto/TB,Sk.F/TB,Frk,Stl,Blk,Stp,Gul,2m,Rau,Eink
HK,Aníta Eik Jónsdóttir,2021/22,16,0.6,43.5,0,0,0,0,0,0,0,0.3,0,0,0.1,0.1,0,0.4,0,0.1,0,5.1
HK,Aníta Eik Jónsdóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
IR,Anna Dögg Arnarsdóttir,2023/24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Anna Karen Hansdóttir,2023/24,22,3.1,65.1,0,100,0.2,0.2,0.2,100,0,0.3,0.57,0.57,0.3,0.7,0,1.6,0,0,0,6.2
Stjarnan,Anna Karen Hansdóttir,2022/23,28,2.5,72.4,0,0,0.2,0.3,0.4,77.8,0,0.5,0.54,0.69,0.5,0.1,0.1,1.5,0.1,0.2,0,5.9
Stjarnan,Anna Karen Hansdóttir,2021/22,23,2.7,70,0,0,0.2,0.2,0.2,80,0,0.1,1.33,1.67,0.7,0.2,0.1,1.4,0,0,0,6
Stjarnan,Anna Karen Hansdóttir,2020/21,15,1.7,57.8,0,0,0.3,0,0,0,0,0.3,0,0,0.3,0.3,0,1.1,0.1,0.1,0,5.6
Afturelding,Anna Katrín Bjarkadóttir,2023/24,20,1.8,52.2,0,0,0.4,1.6,2.2,72.7,0.3,2,0.82,1.13,0.2,0.7,0.1,3.4,0.2,0.3,0,6.1
Afturelding,Anna Katrín Bjarkadóttir,2021/22,6,1.7,50,0.3,66.7,0.8,0.5,1,50,0.2,1.5,0.33,0.67,0.2,0.8,0,0.7,0,0.2,0,5.6
Stjarnan,Anna Lára Davíðsdóttir,2023/24,23,0.5,32.4,0,0,0.2,0,0.1,33.3,0,0.4,0.11,0.33,0.1,0,0,0.3,0,0.1,0,5.1
Haukar,Anna Lára Davíðsdóttir,2022/23,24,0.3,40,0,0,0,0.1,0.1,100,0.1,0,2,2,0,0,0,0.3,0,0,0,5.1
Haukar,Anna Lára Davíðsdóttir,2021/22,17,0.1,66.7,0,0,0,0.1,0.2,50,0,0.2,0.5,1,0,0,0,0.1,0,0,0,5.1
Grotta,Anna Lára Davíðsdóttir,2017/18,4,0.8,60,0,0,0.8,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4
IR,Anna María Aðalsteinsdóttir,2023/24,23,0.6,68.4,0,0,0.1,0.1,0.1,66.7,0,0.2,0.5,0.75,0.1,0.2,0.4,2.1,0.1,0.5,0,5.4
KA/Thor,Anna Mary Jónsdóttir,2022/23,12,0.6,46.7,0.1,50,0.6,0.2,0.5,33.3,0,1.5,0.11,0.33,0,0.3,0,0,0,0.2,0,5.1
KA/Thor,Anna Mary Jónsdóttir,2021/22,21,0.4,38.1,0.1,66.7,0.2,0.3,0.3,100,0,0.7,0.43,0.43,0,0.1,0,0.3,0,0.1,0,5.1
KA/Thor,Anna Mary Jónsdóttir,2020/21,15,0.1,33.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,5
KA/Thor,Anna Mary Jónsdóttir,2019/20,4,0.3,50,0,0,0,0,0,0,0,0.5,0,0,0.3,0,0,0,0,0,0,5
KA/Thor,Anna Mary Jónsdóttir,2018/19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Anna Sif Sigurjónsdóttir,2023/24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Anna Úrsúla Guðmundsdóttir,2023/24,26,0.6,72.7,0,0,0.1,0.3,0.4,72.7,0,0.3,1,1.38,0.2,0.5,2.2,3.1,0.2,0.2,0,5.8
Valur,Anna Úrsúla Guðmundsdóttir,2020/21,10,1,71.4,0,0,0.5,0.6,0.9,66.7,0,0.5,1.2,1.8,0.1,0.4,3.5,3.3,0.2,0.2,0,6.3
Valur,Anna Úrsúla Guðmundsdóttir,2018/19,27,1.7,61.6,0,100,0.6,0.7,0.9,75,0,0.9,0.72,0.96,0.5,0.7,3.2,3.9,0.1,0.3,0,6.5
Valur,Anna Úrsúla Guðmundsdóttir,2017/18,11,2.5,65.1,0,0,1.7,0.3,0.6,50,0,0.5,0.5,1,0.5,0.3,2.7,2.1,0.4,0.5,0,6.6
HK,Anna Valdís Garðarsdóttir,2022/23,5,0.2,100,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.4,0,0.2,0,5.1
KA/Thor,Anna Þyrí Halldórsdóttir,2023/24,21,2.1,72.6,0,0,1.3,0.1,0.1,75,0,0.5,0.27,0.36,0.1,0.4,0.1,4.3,0.1,0.2,0,6.3
KA/Thor,Anna Þyrí Halldórsdóttir,2022/23,21,1.2,68.4,0,0,1.1,0.2,0.2,80,0,0.1,2,2.5,0.3,0.1,0.1,3.7,0.1,0.1,0,6
KA/Thor,Anna Þyrí Halldórsdóttir,2021/22,26,0.5,43.8,0,0,0.6,0,0,0,0,0.3,0.14,0.29,0.2,0.2,0,3.5,0.2,0.2,0,5.5
KA/Thor,Anna Þyrí Halldórsdóttir,2020/21,19,1.2,59.5,0,0,1.1,0.2,0.3,60,0,0.4,0.43,0.71,0.3,0.2,0.1,4.6,0.3,0.2,0,6
KA/Thor,Anna Þyrí Halldórsdóttir,2019/20,18,1.1,90.9,0,0,1.1,0.1,0.1,100,0,0.4,0.29,0.29,0.2,0.1,0,1.9,0.1,0.1,0,5.8
KA/Thor,Anna Þyrí Halldórsdóttir,2018/19,21,0.9,56.3,0,0,0.7,0.1,0.2,50,0,1,0.15,0.3,0.1,0.1,0,1.3,0,0,0,5.4
Valur,Arna Karitas Eiríksdóttir,2023/24,16,0.1,20,0,0,0.3,0.4,0.4,100,0.1,0.2,2.33,2.33,0,0.1,0,0.1,0,0,0,5.2
Valur,Arna Karitas Eiríksdóttir,2022/23,3,0,0,0,0,0,0.3,0.3,100,0,0,0,0,0,0,0,0.3,0,0,0,5.1
Valur,Arna Karitas Eiríksdóttir,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Selfoss,Arna Kristín Einarsdóttir,2022/23,14,2.9,48.8,0.1,66.7,0.2,1,1.8,56,0.1,1.6,0.61,1.09,0.6,0.5,0,1.3,0,0.3,0,5.9
Selfoss,Arna Kristín Einarsdóttir,2017/18,4,2.8,61.1,0,0,0.3,0.3,0.3,100,0.3,0,0,0,0.8,0.5,0,1.8,0.5,0.3,0,6.1
Valur,Arna Sif Pálsdóttir,2020/21,2,1,66.7,0,0,0,0,0,0,0,0.5,0,0,0,0,2.5,1,0,0.5,0,5.5
Valur,Arna Sif Pálsdóttir,2019/20,11,1.3,63.6,0,0,0.7,0.2,0.2,100,0,0.3,0.67,0.67,0,0.5,0.9,1.9,0.3,0.2,0,5.9
IBV,Arna Sif Pálsdóttir,2018/19,24,5.8,81.9,2,87.3,0.8,0.5,0.6,80,0.1,0.9,0.55,0.68,0.2,0.7,1.2,2.9,0.3,1.1,0,7.4
KA/Thor,Arna Valgerður Erlingsdóttir,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
KA/Thor,Arna Valgerður Erlingsdóttir,2021/22,12,0.2,66.7,0,0,0,0.2,0.4,50,0,0.1,2,4,0,0,0,0,0,0,0,5.1
KA/Thor,Arna Valgerður Erlingsdóttir,2020/21,15,0.1,50,0,0,0,0.3,0.4,80,0,0.3,1,1.25,0,0.1,0.1,0.1,0,0,0,5.1
KA/Thor,Arna Valgerður Erlingsdóttir,2019/20,15,0.3,41.7,0,0,0.1,0.4,0.4,100,0.3,0.4,1,1,0,0,0.2,0.3,0,0.2,0,5.2
KA/Thor,Arna Valgerður Erlingsdóttir,2018/19,12,0.2,33.3,0,0,0,0.2,0.3,66.7,0,0.4,0.4,0.6,0,0,0,0.2,0,0,0,5
Stjarnan,Arna Þyrí Ólafsdóttir,2019/20,11,0.8,45,0,0,0.1,0.7,0.7,100,0,0.8,0.89,0.89,0.1,0.1,0,0.7,0,0.1,0,5.3
Grotta,Arndís María Erlingsdóttir,2017/18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9
FH,Arndís Sara Þórsdóttir,2020/21,14,0.7,90.9,0,0,0.3,0,0,0,0,0.4,0,0,0.1,0.3,0.1,1.4,0,0.2,0,5.4
IBV,Asuncion Batista Portero,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Asuncion Batista Portero,2017/18,8,2.1,63,0,0,0.5,0,0.1,0,0,0.8,0,0.17,0.8,0.8,0.6,3,0.1,0.4,0.1,6
Stjarnan,Auður Brynja Sölvadóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Auður Brynja Sölvadóttir,2019/20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,4.7
Stjarnan,Auður Brynja Sölvadóttir,2018/19,14,0.1,14.3,0,0,0,0.1,0.1,100,0.1,0.2,0.33,0.33,0.1,0,0,0.1,0,0.1,0,5
Valur,Auður Ester Gestsdóttir,2023/24,27,1,56.5,0,0,0,0.1,0.1,100,0,0.2,0.4,0.4,0.1,0,0,0.1,0,0,0,5.2
Valur,Auður Ester Gestsdóttir,2022/23,24,1.3,64.6,0,0,0.1,0,0,0,0,0.1,0,0,0.3,0.1,0,0.3,0,0.2,0,5.4
Valur,Auður Ester Gestsdóttir,2021/22,29,2.1,63.9,0,0,0.1,0.1,0.1,100,0,0.4,0.17,0.17,0.2,0.3,0,0.3,0,0.2,0,5.6
Valur,Auður Ester Gestsdóttir,2020/21,20,2.2,59.7,0,0,0.2,0,0,0,0,0.4,0,0,0.3,0.5,0,0.9,0,0.1,0,5.7
Valur,Auður Ester Gestsdóttir,2019/20,18,2.2,47.6,0,0,0.3,0.1,0.1,100,0,0.4,0.29,0.29,0,0.4,0,0.7,0,0.2,0,5.5
Valur,Auður Ester Gestsdóttir,2018/19,26,0.8,48.8,0,0,0,0.1,0.1,66.7,0,0.2,0.33,0.5,0,0.2,0,0.2,0,0.1,0,5.2
Valur,Auður Ester Gestsdóttir,2017/18,17,0.7,46.2,0,0,0,0,0,0,0,0.3,0,0,0.1,0.1,0,0.1,0,0.1,0,5.1
HK,Azra Cosic,2018/19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
KA/Thor,Aþena Einvarðsdóttir,2023/24,20,0.9,43.6,0,0,0.2,0.1,0.1,100,0,0.7,0.14,0.14,0.2,0.3,0,0.5,0,0.1,0.1,5.1
KA/Thor,Aþena Einvarðsdóttir,2022/23,20,0.9,64.3,0,0,0.1,0.1,0.1,100,0,0.2,0.33,0.33,0.2,0.2,0,0.2,0,0.1,0,5.3
KA/Thor,Aþena Einvarðsdóttir,2021/22,3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,5
KA/Thor,Aþena Einvarðsdóttir,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5.2
FH,Aþena Arna Ágústsdóttir,2020/21,14,0.8,64.7,0,0,0.1,0,0.1,0,0,0.6,0,0.13,0.3,0,0,0.2,0,0.1,0,5.2
HK,Ágústa Huld Gunnarsdóttir,2019/20,19,1,79.2,0.8,88.9,0,0.1,0.1,100,0.1,0.2,0.25,0.25,0.1,0,0,0.3,0,0,0,5.3
HK,Ágústa Huld Gunnarsdóttir,2018/19,21,0.7,34.9,0,0,0.2,0.7,1,68.2,0.1,1.3,0.56,0.81,0,0.1,0.1,0.9,0,0,0,5.2
Valur,Ágústa Rún Jónasdóttir,2023/24,15,0.4,75,0,0,0.1,0,0.1,0,0,0.3,0,0.2,0.1,0.1,0.1,0.5,0,0.1,0,5.1
HK,Ágústa Rún Jónasdóttir,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Ásdís Guðmundsdóttir,2023/24,26,1.8,66.7,0.1,40,0.4,0.5,0.8,63.2,0,0.4,1.09,1.73,0.5,0.3,0.2,1,0,0.2,0,5.9
KA/Thor,Ásdís Guðmundsdóttir,2021/22,27,2.4,73.6,0.1,66.7,0.9,0.3,0.4,75,0,0.6,0.56,0.75,0.4,0.2,0.1,0.8,0.1,0,0,6
KA/Thor,Ásdís Guðmundsdóttir,2020/21,19,4.1,69.4,1.6,73.8,0.7,0.1,0.3,33.3,0,1,0.11,0.32,0.5,0.4,0.1,1.2,0,0.2,0,6.4
KA/Thor,Ásdís Sigurðardóttir,2019/20,16,1.8,40.3,0,0,0.2,0.7,1.1,61.1,0.1,1.3,0.55,0.9,0.1,0.4,0,1.6,0,0.4,0,5.4
KA/Thor,Ásdís Guðmundsdóttir,2019/20,16,4,75.3,0.3,71.4,0.9,0.3,0.6,50,0.1,0.4,0.67,1.33,0.9,0.5,0.1,0.3,0,0.3,0,6.6
KA/Thor,Ásdís Guðmundsdóttir,2018/19,21,2.5,74.6,0.2,50,0.7,0.3,0.5,63.6,0,0.6,0.54,0.85,0.3,0.4,0.2,0.4,0,0.1,0,6.1
KA/Thor,Ásdís Sigurðardóttir,2018/19,7,1,31.8,0,0,0.1,0.3,0.6,50,0.1,0.6,0.5,1,0.1,0,0,0.1,0,0,0,5.1
Afturelding,Ásdís Birta Alexandersdóttir,2019/20,8,0.1,20,0,0,0,0.1,0.1,100,0,0.1,1,1,0,0,0,0.1,0,0,0,5
Valur,Ásdís Þóra Ágústsdóttir,2023/24,27,2,51.9,0,0,0.1,3.2,4.8,66.9,0.4,1.3,2.56,3.82,0.3,0.7,0,0.5,0,0,0,6.5
Selfoss,Ásdís Þóra Ágústsdóttir,2022/23,27,1.9,43.1,0.1,50,0.1,2.5,4.2,59.3,0.4,1.9,1.29,2.17,0.2,0.9,0.1,0.6,0,0,0,6.1
Valur,Ásdís Þóra Ágústsdóttir,2020/21,12,2,47.1,0.2,50,0.2,0.8,1.4,58.8,0.1,0.8,1,1.7,0.3,0.2,0,0.2,0,0,0,5.6
Valur,Ásdís Þóra Ágústsdóttir,2019/20,18,2.9,46.4,1.3,70.6,0.3,1.4,2.6,54.3,0.3,1.5,0.93,1.7,0.2,0.2,0.1,0.4,0,0.1,0,5.9
Valur,Ásdís Þóra Ágústsdóttir,2018/19,25,1.3,61.5,0.8,77.8,0.1,0,0.2,16.7,0,0.4,0.09,0.55,0,0,0,0,0,0,0,5.3
Valur,Ásdís Þóra Ágústsdóttir,2017/18,8,2.4,76,2.3,78.3,0,0.1,0.1,100,0,0,0,0,0,0,0.1,0,0,0,0,5.7
Valur,Ásrún Inga Arnarsdóttir,2023/24,16,0.1,28.6,0,0,0,0.1,0.1,100,0,0,0,0,0,0.2,0.2,0.6,0,0,0.1,5
Valur,Ásrún Inga Arnarsdóttir,2022/23,8,0.1,33.3,0,0,0,0.1,0.1,100,0,0,0,0,0,0,0,0.1,0,0.1,0,5
IBV,Ásta Björt Júlíusdóttir,2022/23,27,2,38.7,0.4,80,0.1,0.7,1.1,64.3,0.2,1.1,0.58,0.9,0.3,0,0,1.4,0.1,0.2,0,5.4
Haukar,Ásta Björt Júlíusdóttir,2021/22,22,4.9,48.9,2,79.6,0.2,1.5,2.7,55.7,0.5,1.2,1.31,2.35,0.4,0.1,0,0.5,0,0.2,0,6.5
IBV,Ásta Björt Júlíusdóttir,2020/21,19,4.4,49.7,2.4,80.4,0.1,0.5,1.2,41.7,0.4,0.7,0.71,1.71,0.2,0.2,0.1,1.2,0.1,0.4,0.1,6.1
IBV,Ásta Björt Júlíusdóttir,2019/20,18,6.2,51.6,3.1,91.8,0.1,1.2,1.6,75.9,0.1,2.3,0.54,0.71,0.2,0.5,0.1,1.8,0.1,0.3,0,6.5
IBV,Ásta Björt Júlíusdóttir,2018/19,24,1.9,53.5,0.8,80,0,0.6,0.7,82.4,0,0.6,1,1.21,0,0,0,0.4,0,0.1,0,5.5
IBV,Ásta Björt Júlíusdóttir,2017/18,5,0.4,40,0.2,33.3,0,0,0.2,0,0,0.2,0,1,0,0,0,0.2,0,0,0,5
IR,Ásthildur Bertha Bjarkadóttir,2023/24,23,2.1,45.8,0,0,0.1,0.2,0.3,62.5,0,0.3,0.71,1.14,0.3,0.3,0,0.2,0,0,0,5.5
Stjarnan,Ásthildur Bertha Bjarkadóttir,2021/22,22,1,41.2,0,0,0,0.1,0.1,100,0,0.3,0.5,0.5,0.3,0.1,0,0.2,0,0.1,0,5.2
Stjarnan,Ásthildur Bertha Bjarkadóttir,2020/21,14,1.1,53.3,0,0,0,0,0,0,0,0.1,0,0,0.2,0.1,0,0.2,0.1,0,0,5.3
Stjarnan,Ásthildur Bertha Bjarkadóttir,2019/20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4.9
Valur,Ásthildur Jóna Þórhallsdóttir,2023/24,12,0.8,52.9,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0.1,0,0,0,5.2
Valur,Ásthildur Jóna Þórhallsdóttir,2022/23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Berglind Gunnarsdóttir,2023/24,21,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Haukar,Berglind Benediktsdóttir,2023/24,28,0.5,63.6,0.1,75,0.1,0.3,0.7,42.1,0,0.3,1.14,2.71,0.1,0.1,0.1,2.3,0,0.1,0,5.4
Fram,Berglind Þorsteinsdóttir,2023/24,20,1.6,64,1.3,73.5,0,0.6,0.8,80,0.1,0.5,1.2,1.5,0.3,0.5,2.5,3.9,0.2,0.5,0,6.2
HK,Berglind Þorsteinsdóttir,2022/23,4,3,48,0,0,0,1.3,2.1,62.5,0,1.8,0.71,1.14,0,1,0.8,1.8,0,0.3,0,6
Valur,Berglind Gunnarsdóttir,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Haukar,Berglind Benediktsdóttir,2022/23,22,2.6,70.7,1.5,72.3,0.3,0.5,1.2,42.9,0.1,0.5,1,2.33,0.3,0.3,0.1,3.6,0,0.1,0,6.4
Valur,Berglind Gunnarsdóttir,2021/22,9,0.1,100,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,5.1
Haukar,Berglind Benediktsdóttir,2021/22,23,0.8,55.9,0,0,0.4,0.2,0.3,62.5,0,0.4,0.56,0.89,0.2,0.3,0.3,2.5,0,0.3,0,5.5
HK,Berglind Þorsteinsdóttir,2021/22,20,1.5,35.4,0.3,85.7,0.1,0.9,1.8,50,0.1,1,0.95,1.89,0.2,1.1,0.8,3.4,0.1,0.6,0,5.8
HK,Berglind Þorsteinsdóttir,2020/21,11,1.8,58.8,0,0,0.2,1.1,1.4,80,0.2,0.8,1.33,1.67,0.2,0.7,0.5,3.3,0.1,0.3,0.1,6
Haukar,Berglind Benediktsdóttir,2020/21,15,0.5,33.3,0,0,0.1,0.1,0.3,40,0.1,0.5,0.25,0.63,0.1,0.1,0.2,2,0.1,0.1,0,5.3
HK,Berglind Þorsteinsdóttir,2019/20,12,0.8,58.8,0,0,0.1,0.6,0.6,100,0.1,0.5,1.17,1.17,0,0.7,1.1,4.3,0.3,0.8,0,5.9
Haukar,Berglind Benediktsdóttir,2019/20,18,0.7,54.5,0,0,0,0.3,0.4,71.4,0.1,0.5,0.56,0.78,0.1,0.1,0,3.3,0.1,0.3,0,5.4
Fram,Berglind Benediktsdóttir,2018/19,27,0.5,53.8,0,0,0.1,0.1,0.2,33.3,0,0.3,0.25,0.75,0.1,0.1,0.1,1,0,0.1,0,5.2
HK,Berglind Þorsteinsdóttir,2018/19,20,1.7,41,0,0,0.1,0.8,1.2,69.6,0.1,1.2,0.67,0.96,0.2,0.8,1.4,5,0.3,0.7,0.1,6
Fjolnir,Berglind Benediktsdóttir,2017/18,21,3.8,35.6,0.5,68.8,0.9,2.1,3.3,62.9,0.3,2.3,0.9,1.43,0.6,0.3,0.1,5.4,0.6,0.4,0,6.1
KA/Thor,Bergrós Ásta Guðmundsdóttir,2023/24,18,1.4,42.6,0.3,62.5,0.7,0.8,1.6,48.3,0.4,2.3,0.34,0.71,0.1,0.2,0,0.3,0,0.1,0,5.4
Haukar,Berta Rut Harðardóttir,2021/22,22,3.4,51.7,1.2,70.3,0.3,0.9,1.6,55.9,0,1.4,0.61,1.1,0.6,0.3,0.1,1,0,0.2,0,5.9
Haukar,Berta Rut Harðardóttir,2020/21,16,4.6,49.3,2.8,84.9,0.3,1.9,3,62.5,0.2,1.9,0.97,1.55,0.5,0.3,0.1,2.7,0.1,0.3,0,6.5
Haukar,Berta Rut Harðardóttir,2019/20,18,4.9,50.3,2,72,0.1,1.1,1.7,63.3,0.1,2.2,0.48,0.75,0.3,0.6,0.2,3.4,0.3,0.6,0,6.3
Haukar,Berta Rut Harðardóttir,2018/19,24,5.2,59,2.4,80.3,0.1,0.3,0.6,50,0,1,0.32,0.64,0.3,0.1,0.1,0.4,0,0.1,0,6.3
Haukar,Berta Rut Harðardóttir,2017/18,12,3.8,57.5,1.8,91.7,0.2,2,3.3,61.5,0.3,2.4,0.83,1.34,0.6,0.3,0,1.1,0.1,0.1,0,6.5
IBV,Birna Berg Haraldsdóttir,2023/24,20,6.1,50.8,1,82.6,0.2,3.4,4.7,72.8,0.7,1.5,2.23,3.07,0.3,0.5,0.1,0.9,0,0.2,0,7.2
IBV,Birna Berg Haraldsdóttir,2022/23,23,4.4,51.5,0,0,0.1,2.3,3.3,68.8,0.5,1.4,1.66,2.41,0.7,0.6,0.6,1.9,0,0.1,0,6.9
IBV,Birna Berg Haraldsdóttir,2021/22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Birna Berg Haraldsdóttir,2020/21,15,3.9,46.8,0.1,100,0.5,1.1,2.1,51.6,0.3,1.7,0.64,1.24,0.4,0.8,0.6,2.3,0,0.3,0,6.4
IBV,Birna Dís Sigurðardóttir,2023/24,23,0.3,42.9,0,0,0,0,0,0,0,0.3,0.14,0.29,0.1,0.3,0,0.2,0,0,0,5.1
FH,Birna Íris Helgadóttir,2020/21,7,0,0,0,0,0,0,0,0,0.1,0,0,0,0.4,0,0.6,0.9,0.3,0.1,0,5.2
IBV,Birna María Unnarsdóttir,2023/24,23,0.9,40.4,0,0,0.2,1,1.6,63.9,0.3,1.5,0.66,1.03,0.2,0.1,0,1.8,0.1,0.4,0,5.4
Haukar,Birta Lind Jóhannsdóttir,2023/24,29,1.7,67.6,0,0,0,0.1,0.1,100,0,0.1,1,1,0.2,0.4,0,0.2,0.1,0.1,0,5.5
Haukar,Birta Lind Jóhannsdóttir,2022/23,28,1.2,50.8,0,0,0,0.1,0.1,100,0,0,3,3,0.3,0.1,0,0.7,0,0,0,5.4
Haukar,Birta Lind Jóhannsdóttir,2021/22,23,2.8,64.4,0,0,0,0,0.1,33.3,0,0.3,0.14,0.43,0.6,0.7,0,0.6,0,0,0,5.9
Haukar,Birta Lind Jóhannsdóttir,2020/21,15,2.5,58.5,0,0,0,0.1,0.2,50,0,0.5,0.14,0.29,0.6,0.1,0,0.7,0,0.1,0,5.7
Haukar,Birta Lind Jóhannsdóttir,2019/20,18,1.4,58.1,0,0,0,0.1,0.1,100,0,0.3,0.4,0.4,0.2,0.4,0,0.8,0,0,0,5.5
Haukar,Birta Lind Jóhannsdóttir,2018/19,23,0.8,67.9,0,0,0.1,0,0,0,0,0.1,0,0,0.2,0,0,0.2,0,0,0,5.3
Haukar,Birta Lind Jóhannsdóttir,2017/18,13,0.5,75,0.1,100,0,0,0,0,0,0.1,0,0,0,0.2,0,0.2,0,0,0,5.2
Stjarnan,Birta María Sigmundsdóttir,2023/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Birta María Sigmundsdóttir,2022/23,19,0.1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,5
Stjarnan,Birta María Sigmundsdóttir,2021/22,10,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5
Stjarnan,Birta María Sigmundsdóttir,2020/21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Birta María Sigmundsdóttir,2019/20,3,0.7,100,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
Stjarnan,Birta María Sigmundsdóttir,2018/19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,5
FH,Björg Bergsveinsdóttir,2020/21,3,0,0,0,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,4.9
FH,Britney Cots,2020/21,12,3.9,35.3,0,0,0.3,1.9,2.9,65.7,0.7,5,0.38,0.58,0.1,0.5,0.5,3.5,0.3,0.8,0.1,5.5
IBV,Britney Emilie Florianne Cots,2023/24,4,2,32,0,0,1.3,2.3,2.6,90,1,3.3,0.69,0.77,0.3,2,0.3,4.8,0.3,1.3,0,6.3
Stjarnan,Britney Emilie Florianne Cots,2022/23,26,2.3,42.3,0,0,0.4,1.2,1.5,78.9,0.1,1.7,0.67,0.84,0.3,0.8,1.1,4,0.5,1.2,0.1,6
Stjarnan,Britney Emilie Florianne Cots,2021/22,21,1.8,50,0,0,0.2,0.7,0.9,78.9,0.3,1.7,0.42,0.53,0.1,0.5,0.4,3.2,0.2,1,0,5.6
IBV,Bríet Ómarsdóttir,2022/23,24,0.7,66.7,0,0,0.2,0,0,0,0,0.1,0.33,0.33,0.1,0.1,0,0.1,0,0,0,5.3
IBV,Bríet Ómarsdóttir,2021/22,20,0.8,88.2,0,0,0.2,0.3,0.4,71.4,0,0.3,0.83,1.17,0.1,0.1,0,0.2,0,0,0,5.3
IBV,Bríet Ómarsdóttir,2020/21,19,0.2,42.9,0,0,0.2,0.1,0.2,50,0.1,0.2,0.33,0.67,0.1,0,0,0.1,0,0,0,5.1
IBV,Bríet Ómarsdóttir,2019/20,18,1.1,69,0,0,0.7,0.1,0.2,50,0,0.6,0.1,0.2,0.3,0,0,0.2,0,0,0,5.5
IBV,Bríet Ómarsdóttir,2018/19,23,0.1,75,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,5.1
IBV,Bríet Ómarsdóttir,2017/18,2,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,4.9
KA/Thor,Bríet Kolbrún Hinriksdóttir,2023/24,6,0.2,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Bryndís Hulda Ómarsdóttir,2023/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Stjarnan,Bryndís Hulda Ómarsdóttir,2022/23,13,0.1,50,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5
Stjarnan,Brynhildur Kjartansdóttir,2019/20,3,3.3,45.5,0,0,0.7,0.3,0.3,100,0,0.3,1,1,0,0,0,0,0,0.3,0,5.7
Stjarnan,Brynhildur Kjartansdóttir,2018/19,1,2,66.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4
Stjarnan,Brynhildur Kjartansdóttir,2017/18,4,3.5,43.8,0,0,0.5,1.3,2.1,62.5,0.3,1.3,1,1.6,0.3,0.3,0,0.5,0.8,0.3,0,5.9
Afturelding,Brynja Fossberg Ragnarsdóttir,2023/24,11,0.6,87.5,0,0,0.1,0.1,0.1,100,0,0.5,0.17,0.17,0,0,0.1,0,0,0,0,5.2
