Lið,Nafn,Tímabil,Leikir,Mörk,%,Víti,V%,FiV,Sto,Sk.F,P%,S7m,TB,Sto/TB,Sk.F/TB,Frk,Stl,Blk,Stp,Gul,2m,Rau,Eink
Valur,Alexander Örn Júlíusson,2017/18,24,1.3,53.3,0,0,0.2,0.8,1.2,66.7,0,0.8,1.11,1.67,0.5,0.4,0.4,5.5,0.5,1.1,0.1,5.9
KA,Allan Nordberg,2022/23,17,1.6,40.6,0,0,0.4,0.5,0.7,69.2,0.1,0.9,0.6,0.87,0.2,0.1,0.1,0.3,0,0.2,0,5.4
KA,Allan Nordberg,2021/22,25,2.1,49.1,0,0,0.2,1.3,1.9,67.3,0.2,1.2,1.06,1.58,0.2,0.2,0,0.5,0,0.1,0,5.8
KA,Allan Nordberg,2020/21,24,1.6,57.4,0,0,0.3,0.2,0.2,80,0,0.3,0.67,0.83,0.3,0.3,0,0.5,0,0.1,0,5.6
KA,Allan Nordberg,2019/20,19,2.3,62,0,0,0.3,0.5,0.6,81.8,0.1,0.8,0.6,0.73,0.5,0.7,0,1.5,0,0.4,0,5.9
KA,Allan Nordberg,2018/19,20,2.9,55.9,0,0,0.3,0.7,0.9,82.4,0.1,0.9,0.78,0.94,0.8,1.1,0.1,1.2,0.1,0.4,0,6
Valur,Allan Norðberg Norðberg,2023/24,28,2.1,68.2,0,0,0.1,0.2,0.3,66.7,0,0.3,0.75,1.13,0.1,0.3,0,0.9,0,0.2,0,5.7
Selfoss,Alvaro Mallols Fernandez,2023/24,22,1,41.1,0,0,0.3,0.3,0.7,42.9,0,0.4,0.67,1.56,0.1,0,0,1.7,0,0.1,0,5.4
IBV,Andrés Marel Sigurðsson,2023/24,16,1.4,74.2,0,0,0.1,0.1,0.1,100,0,0.1,0.5,0.5,0.5,0.3,0,0.3,0,0.1,0,5.6
IBV,Andrés Marel Sigurðsson,2022/23,3,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,5.1
IBV,Andrés Marel Sigurðsson,2021/22,11,0.9,52.6,0,0,0,0.1,0.1,100,0,0.1,1,1,0.4,0.3,0,0.4,0,0.2,0,5.3
IBV,Andri Erlingsson,2023/24,10,0.4,44.4,0,0,0,0.1,0.1,100,0.2,0.2,0.5,0.5,0.2,0,0,0.1,0,0,0,5.1
Valur,Andri Finnsson,2023/24,28,2.6,74.5,0,50,0.6,0.1,0.2,60,0,0.2,0.5,0.83,0.1,0.2,0,0.9,0,0.3,0,6
FH,Andri Clausen,2022/23,23,0,0,0,0,0,0.1,0.1,100,0,0,0,0,0,0.1,0,1.2,0,0.1,0,5.1
Valur,Andri Finnsson,2022/23,2,0.5,50,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,5
FH,Andri Clausen,2021/22,5,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0,0,5
Grotta,Andri Finnsson,2021/22,5,0.4,40,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.4,0,0,0,5.2
Valur,Andri Finnsson,2020/21,15,0.3,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,5.1
Vikingur,Andri Berg Haraldsson,2023/24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,5
Fram,Andri Dagur Ófeigsson,2023/24,8,0.4,33.3,0,0,0.4,0.3,0.8,33.3,0,0.6,0.4,1.2,0,0.1,0.4,2.9,0.1,0.4,0,5.4
Vikingur,Andri Dagur Ófeigsson,2021/22,20,0.7,41.2,0,0,0.1,0.5,0.8,66.7,0.1,0.5,1.11,1.67,0.2,0.4,0.8,3.6,0.3,0.7,0,5.6
Selfoss,Andri Dagur Ófeigsson,2020/21,13,0.1,33.3,0,0,0,0.1,0.1,100,0,0,0,0,0.1,0.1,0.2,0.7,0.1,0.1,0,5.1
Fram,Andri Dagur Ófeigsson,2019/20,19,1.1,56.8,0,0,0.2,0.4,0.6,66.7,0,0.6,0.73,1.09,0,0.1,0,1.6,0,0.2,0,5.4
Fram,Andri Dagur Ófeigsson,2018/19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fram,Andri Dagur Ófeigsson,2017/18,5,0.4,66.7,0,0,0,0,0.2,0,0,0.8,0,0.25,0,0,0.2,0.8,0,0,0,5.1
Grotta,Andri Fannar Elísson,2023/24,19,2.2,70,0.5,60,0.2,0.3,0.3,100,0,0.4,0.63,0.63,0.2,0.1,0,0.2,0,0.1,0,5.7
Haukar,Andri Fannar Elísson,2022/23,20,0.3,62.5,0,0,0,0.1,0.1,100,0,0,0,0,0,0.1,0,0,0,0.1,0,5.1
Haukar,Andri Fannar Elísson,2021/22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
IR,Andri Freyr Ármannsson,2022/23,21,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,5
IR,Andri Heimir Friðriksson,2020/21,21,2.7,40.3,0.4,61.5,0.5,2,3,67.2,0.3,1.3,1.46,2.18,0.3,0.7,0.3,1.7,0.1,0.7,0,6
Fram,Andri Heimir Friðriksson,2019/20,19,3.1,48.7,0,0,0.8,2.1,2.9,70.9,0.2,1.6,1.26,1.77,0.4,0.6,0.4,1.8,0.1,0.5,0,6.4
Fram,Andri Heimir Friðriksson,2018/19,19,1.5,40,0,0,0.2,0.6,1.1,57.1,0.1,0.8,0.8,1.4,0.1,0.5,0.4,1.6,0.1,0.4,0.1,5.5
Haukar,Andri Heimir Friðriksson,2017/18,28,1.5,58.9,0,0,0.1,0.9,1,88.9,0,0.5,1.71,1.93,0.1,0.5,0.1,2,0.2,0.6,0.1,5.8
Stjarnan,Andri Hjartar Grétarsson,2018/19,24,1.6,64.4,0,0,0,0.1,0.1,66.7,0,0.2,0.5,0.75,0.1,0.2,0,0.4,0,0.1,0,5.5
Stjarnan,Andri Hjartar Grétarsson,2017/18,22,2.3,60.7,0,0,0,0.2,0.2,80,0,0.1,1.33,1.67,0.6,0.5,0,1.2,0.3,0,0,5.9
Haukar,Andri Már Rúnarsson,2022/23,34,5.4,52.3,0,0,0.6,2.6,3.7,70.6,0.5,1.8,1.48,2.1,0.4,0.4,0.2,2.6,0,0.4,0,7.1
Fram,Andri Már Rúnarsson,2020/21,22,4.5,52.9,0.2,57.1,0.8,0.9,1.4,62.5,0.2,1.6,0.56,0.89,0.4,0.3,0,1.1,0,0.1,0,6.4
Stjarnan,Andri Már Rúnarsson,2019/20,20,2.1,46.1,0,0,0.6,0.7,1.1,61.9,0.1,1.4,0.46,0.75,0.2,0.3,0.1,0.8,0,0.2,0,5.6
Stjarnan,Andri Már Rúnarsson,2018/19,22,1.2,57.4,0,0,0.2,0.2,0.4,55.6,0.1,0.5,0.42,0.75,0,0.1,0,0,0,0,0,5.4
IBV,Andri Snær Andersen,2023/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Andri Snær Andersen,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IBV,Andri Snær Andersen,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
KA,Andri Snær Stefánsson,2020/21,18,0.8,55.6,0.1,100,0.1,0.1,0.1,100,0,0.3,0.33,0.33,0.1,0.2,0,0.1,0,0,0,5.2
KA,Andri Snær Stefánsson,2019/20,20,2.1,70.7,1.8,72,0.1,0.1,0.1,100,0,0.2,0.25,0.25,0.1,0.1,0,0.2,0,0.1,0,5.6
KA,Andri Snær Stefánsson,2018/19,22,1.5,75,1,77.8,0.1,0.1,0.1,75,0,0.1,1.5,2,0.3,0.1,0,0.3,0,0.1,0,5.5
Afturelding,Andri Þór Helgason,2023/24,31,0.5,63.6,0,0,0,0.1,0.1,100,0,0.2,0.5,0.5,0.3,0.1,0,0.1,0,0,0,5.2
Grotta,Andri Þór Helgason,2022/23,22,1.8,66.7,0.9,70.4,0.1,0.1,0.2,60,0,0.2,0.75,1.25,0.4,0.2,0,0.2,0,0.2,0,5.6
Grotta,Andri Þór Helgason,2021/22,22,5.1,70,2.4,80.3,0.2,0.4,0.6,69.2,0.1,0.2,1.8,2.6,0.5,0.7,0,0.3,0,0,0,6.8
Grotta,Andri Þór Helgason,2020/21,22,4.5,72.1,2.5,83.3,0.4,0.2,0.3,71.4,0,0.2,1.25,1.75,0.5,0.5,0,0.2,0,0.1,0,6.5
Stjarnan,Andri Þór Helgason,2019/20,20,2.8,61.5,0.5,83.3,0.2,0.3,0.4,75,0.1,0.4,0.86,1.14,0.4,0.5,0,0.3,0,0.2,0,5.9
Fram,Andri Þór Helgason,2018/19,22,3.8,68.9,1.3,80,0.1,0.6,0.8,77.8,0,0.4,1.75,2.25,0.2,0.3,0,0.4,0,0.1,0,6.3
Fram,Andri Þór Helgason,2017/18,22,4.5,68.3,1,72.4,0.1,0.4,0.6,66.7,0,0.4,1,1.5,0.7,0.5,0,0.4,0.1,0.1,0,6.5
Grotta,Antoine Óskar Pantano,2023/24,22,1.7,46.9,0,0,0.6,1.9,3,63.1,0.3,1.6,1.14,1.81,0.1,0,0,0.9,0,0.2,0,5.9
Grotta,Antoine Óskar Pantano,2022/23,16,0.2,75,0,0,0.1,0.2,0.2,100,0,0.1,1.5,1.5,0,0,0,0.1,0,0,0,5.1
Valur,Anton Rúnarsson,2023/24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Anton Rúnarsson,2020/21,27,4.9,64.5,1.8,76.2,0.3,2.6,3.9,66.4,0.4,1.5,1.78,2.68,0.1,0.3,0,1.4,0.1,0.2,0,7.1
Valur,Anton Rúnarsson,2019/20,20,6,69,2.8,82.1,0.3,2.4,3.4,70.6,0.7,1.7,1.45,2.06,0.4,0.7,0.3,1.6,0.1,0.6,0.1,7.5
Valur,Anton Rúnarsson,2018/19,27,5.3,65.8,2.2,80,0.4,3.2,4.5,71.7,0.5,1.6,1.95,2.73,0.4,0.3,0,2.1,0.1,0.3,0,7.4
Valur,Anton Rúnarsson,2017/18,24,5.5,66.5,1.7,82,0.6,3.2,4,79.2,0.3,2.5,1.27,1.6,0.2,0.3,0.1,2,0.1,0.2,0,7.4
Selfoss,Anton Breki Hjaltason,2023/24,8,0.3,50,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,5.1
Hordur,Anton Freyr Traustason,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Ari Magnús Þorgeirsson,2021/22,7,0.7,50,0,0,0,0.6,1,57.1,0.1,0.4,1.33,2.33,0,0.1,0,0.4,0,0.1,0,5.3
FH,Ari Magnús Þorgeirsson,2020/21,21,0.1,14.3,0,0,0,0.6,0.8,76.5,0.1,0.2,3.25,4.25,0.3,0.1,0,1,0,0.1,0,5.2
Stjarnan,Ari Magnús Þorgeirsson,2019/20,20,3.1,49.2,0,0,0.2,2.3,3.7,61.6,0.4,1.4,1.67,2.7,0.1,0.8,0.1,2.4,0.2,0.3,0,6.5
Stjarnan,Ari Magnús Þorgeirsson,2018/19,18,2.1,50.7,0.1,66.7,0,1.2,1.8,65.6,0.1,1.1,1.11,1.68,0.2,0.3,0,1.7,0,0.2,0,5.8
Stjarnan,Ari Magnús Þorgeirsson,2017/18,19,4.9,64.6,0.6,84.6,0.3,3.6,5,72.6,0.8,1.1,3.29,4.52,0.6,0.8,0.2,2.3,0.2,0.3,0,7.8
Grotta,Ari Pétur Eiríksson,2023/24,22,1.7,50.7,0,0,0.1,1.8,2.7,67.2,0.1,1.6,1.11,1.66,0.4,0.1,0,0.5,0,0,0,5.8
Grotta,Ari Pétur Eiríksson,2022/23,22,1.4,51.7,0,0,0.1,0.9,1.5,58.8,0.1,0.8,1.11,1.89,0,0,0,0.2,0.1,0,0,5.5
Grotta,Ari Pétur Eiríksson,2021/22,20,0.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Grotta,Ari Pétur Eiríksson,2020/21,14,0.1,100,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,5.1
Grotta,Ari Pétur Eiríksson,2018/19,7,0.3,66.7,0,0,0.1,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,5.1
HK,Ari Sverrir Magnússon,2023/24,14,0.6,50,0,0,0.1,0,0,0,0,0.1,0,0,0.1,0.1,0,0.3,0,0.1,0.1,5.1
Stjarnan,Ari Sverrir Magnússon,2022/23,20,0.7,56,0,0,0.1,0.1,0.1,100,0,0.1,1,1,0.1,0.2,0,0.2,0,0.2,0,5.2
Stjarnan,Ari Sverrir Magnússon,2021/22,17,0.2,60,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,5
Selfoss,Ari Sverrir Magnússon,2019/20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Selfoss,Ari Sverrir Magnússon,2018/19,7,0.3,66.7,0.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1
FH,Ari Valur Atlason,2022/23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
FH,Ari Valur Atlason,2021/22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Arnar Freyr Guðmundsson,2022/23,22,5,46.2,1.6,73.5,0.2,1.4,2,70.5,0.3,1.2,1.19,1.69,0.1,0.3,0.1,1.2,0,0.1,0,6.3
Stjarnan,Arnar Freyr Ársælsson,2022/23,13,3.3,62.3,0,0,0.3,0.2,0.2,100,0,0.2,0.67,0.67,0.5,0.2,0,3,0.1,0.5,0,6.2
KA,Arnar Freyr Ársælsson,2021/22,24,2,51.1,0,0,0.1,0.4,0.4,90,0.1,0.1,3,3.33,0.4,0.4,0,3.7,0.1,0.5,0,5.9
FH,Arnar Freyr Ársælsson,2020/21,17,2.6,74.6,0,0,0.2,0.3,0.4,71.4,0,0.5,0.63,0.88,0.7,0.2,0.1,2.4,0.1,0.5,0,6.1
IR,Arnar Freyr Guðmundsson,2019/20,16,0.8,44.4,0,0,0.1,0.5,0.7,72.7,0,0.5,1,1.38,0.1,0,0,0.4,0,0,0,5.3
FH,Arnar Freyr Ársælsson,2019/20,19,3.4,63.7,0,0,0.2,0.3,0.4,75,0,0.3,1.2,1.6,0.6,0.7,0.2,2.4,0.2,0.5,0,6.3
IR,Arnar Freyr Guðmundsson,2018/19,19,3,57,0.1,25,0.2,0.9,1.4,64.3,0.1,0.6,1.64,2.55,0.2,0,0,0.7,0,0.2,0,6
FH,Arnar Freyr Ársælsson,2018/19,22,3.1,63.9,0,0,0.2,0.1,0.1,75,0,0.1,1.5,2,0.6,0.6,0.2,3,0.1,0.6,0,6.3
FH,Arnar Freyr Ársælsson,2017/18,30,2.7,57.7,0,0,0.1,0.5,0.6,80,0,0.3,1.78,2.22,0.7,0.5,0.2,3.8,0.5,0.5,0,6.3
IR,Arnar Freyr Guðmundsson,2017/18,11,0.4,50,0,0,0,0.3,0.3,100,0,0.1,3,3,0,0.1,0,0,0,0,0,5.1
Vikingur,Arnar Gauti Grettisson,2021/22,22,0.9,60.6,0,0,0.1,0,0,0,0,0.4,0,0,0.4,0.2,0,0.3,0,0.1,0,5.3
Vikingur,Arnar Gauti Grettisson,2017/18,11,0.5,54.5,0,0,0,0.2,0.4,50,0,0.1,2,4,0.4,0.2,0,0.2,0,0,0,5.2
Vikingur,Arnar Huginn Ingason,2021/22,13,1.2,60,0.4,83.3,0.1,0.2,0.2,100,0,0.2,0.67,0.67,0.2,0.2,0,0.7,0.1,0.2,0,5.4
Vikingur,Arnar Huginn Ingason,2017/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Grotta,Arnar Jón Agnarsson,2018/19,9,2.3,60,0,0,0.2,0.7,1.4,50,0.2,1.6,0.43,0.86,0.1,0.1,0.1,1.8,0,0.1,0.1,5.7
Stjarnan,Arnar Máni Rúnarsson,2020/21,13,1,68.4,0,0,0.2,0.1,0.1,100,0,0.1,1,1,0.2,0,0,0.5,0,0.2,0,5.4
Fjolnir,Arnar Máni Rúnarsson,2019/20,18,2.3,85.7,0,0,0.7,0.5,0.5,100,0,0.3,1.5,1.5,0.5,0.6,0.3,1.7,0.2,0.3,0,6.3
Fjolnir,Arnar Máni Rúnarsson,2017/18,5,0.4,100,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0.4,1.6,0.6,0.4,0,5.3
Fram,Arnar Snær Magnússon,2023/24,21,0.4,57.1,0,0,0.3,0.1,0.2,50,0,0.3,0.43,0.86,0.1,0,0,0.2,0,0,0,5.2
Fram,Arnar Snær Magnússon,2022/23,18,0.9,73.9,0,0,0.1,0,0,0,0,0.3,0,0,0.1,0.1,0,0.2,0.1,0,0,5.3
Fram,Arnar Snær Magnússon,2021/22,18,0.3,41.7,0,0,0.2,0.1,0.2,50,0,0.2,0.25,0.5,0.1,0.2,0,0.2,0,0,0,5.1
Fram,Arnar Snær Magnússon,2020/21,21,1.6,68,0,0,0.4,0.1,0.1,100,0,0.3,0.29,0.29,0.5,0,0,0.2,0,0.1,0,5.5
Fram,Arnar Snær Magnússon,2019/20,19,2.2,73.7,0,0,0.4,0.4,0.7,53.8,0.1,1.1,0.35,0.65,0.5,0.4,0.1,1,0,0.2,0,5.9
Fram,Arnar Snær Magnússon,2018/19,15,0.6,75,0,0,0.2,0,0,0,0,0.2,0,0,0.2,0.2,0,0.1,0,0,0,5.2
Fjolnir,Arnar Snær Magnússon,2017/18,18,1.1,48.7,0,0,0.3,0.1,0.1,100,0,0.6,0.1,0.1,0.5,0.2,0,0.4,0.2,0.1,0,5.3
Vikingur,Arnar Steinn Arnarsson,2023/24,17,0.6,55,0,0,0.1,0.1,0.1,100,0.1,0.1,1,1,0.1,0.1,0,0.1,0,0,0,5.2
Vikingur,Arnar Steinn Arnarsson,2021/22,20,1.8,50,0,0,0.1,0.1,0.2,50,0.1,0.4,0.14,0.29,0.4,0.2,0,0.3,0,0.1,0,5.4
Vikingur,Arnar Steinn Arnarsson,2017/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.1
IBV,Arnór Viðarsson,2023/24,23,3.4,54.2,0,0,0.5,2,2.8,70.3,0.4,1.4,1.36,1.94,0.5,1,0.8,3.3,0.1,0.3,0,6.9
HK,Arnór Róbertsson,2023/24,10,0.3,42.9,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,5.1
IBV,Arnór Viðarsson,2022/23,30,3.8,58.9,0,0,0.9,2.2,3.3,67,0.4,1.6,1.38,2.06,0.8,0.8,0.3,3.8,0.1,0.7,0,7.1
IBV,Arnór Viðarsson,2021/22,32,2.3,66.1,0,0,0.7,1.1,1.7,63,0.3,1.3,0.81,1.29,0.4,0.6,0.5,3.8,0.1,0.6,0.1,6.3
HK,Arnór Róbertsson,2021/22,20,0.6,39.3,0,0,0.2,0,0,0,0.1,0.4,0,0,0.2,0.3,0,0.1,0,0.1,0,5.1
Fram,Arnór Róbertsson,2020/21,8,0.4,100,0,0,0.1,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0.1,0,5.1
IBV,Arnór Viðarsson,2020/21,25,2,49.5,0,0,0.6,1.6,2,78.4,0.2,1.3,1.25,1.59,0.2,0.4,0.2,3.2,0.1,0.4,0,6.1
IBV,Arnór Viðarsson,2019/20,17,0.1,28.6,0.1,100,0.2,0.2,0.3,60,0,0.4,0.5,0.83,0.1,0.2,0.1,1.5,0,0.4,0.1,5.2
IBV,Arnór Viðarsson,2018/19,6,0.2,100,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,5.1
KA,Arnór Ísak Haddsson,2023/24,24,1.2,51.9,0,0,0.4,0.7,0.9,76.2,0.2,1.3,0.52,0.68,0.1,0.1,0,0.5,0,0.1,0,5.4
KA,Arnór Ísak Haddsson,2022/23,22,0.9,47.5,0,0,0.4,1.1,1.3,83.3,0.2,1.5,0.78,0.94,0.1,0,0,0.2,0,0.1,0,5.4
KA,Arnór Ísak Haddsson,2021/22,25,2,65.3,0,0,0.5,0.7,1,70.8,0.1,0.8,0.89,1.26,0.1,0.1,0,0.1,0,0.2,0,5.7
KA,Arnór Ísak Haddsson,2020/21,18,0.3,54.5,0,0,0.1,0.1,0.3,40,0.1,0,0,0,0.1,0,0,0,0.1,0,0,5.1
KA,Arnór Ísak Haddsson,2019/20,12,0.3,37.5,0,0,0.1,0,0.1,0,0,0.2,0,0.5,0,0,0,0,0,0,0,5
Selfoss,Arnór Logi Hákonarson,2020/21,22,0.1,50,0,0,0,0.2,0.3,71.4,0,0.3,0.71,1,0,0,0,0.2,0,0.1,0,5.1
Selfoss,Arnór Logi Hákonarson,2019/20,5,0.2,100,0,0,0.2,0.6,1,60,0,0.8,0.75,1.25,0,0.4,0,0.4,0,0.2,0,5.3
Valur,Arnór Snær Óskarsson,2022/23,24,3.6,58.8,1,60.5,0.4,2.7,3.8,71.1,0.4,1.1,2.37,3.33,0.2,0.4,0,1,0,0.3,0,6.7
Valur,Arnór Snær Óskarsson,2021/22,31,4.8,71.1,1.7,82.8,0.8,1.9,2.8,67.8,0.3,1.2,1.55,2.29,0.2,0.2,0.1,1.7,0.1,0.3,0,7.1
Valur,Arnór Snær Óskarsson,2020/21,23,1,48,0,0,0.2,0.9,1.2,76.9,0,0.8,1.05,1.37,0,0,0,0.4,0,0.1,0,5.3
Valur,Arnór Snær Óskarsson,2019/20,15,1.5,57.5,0,0,0.2,0.3,0.6,44.4,0.1,0.8,0.33,0.75,0.1,0.1,0,0.3,0,0.2,0,5.4
Valur,Arnór Snær Óskarsson,2018/19,23,0.5,50,0,100,0.1,0.1,0.2,50,0,0,2,4,0,0,0,0,0,0,0,5.1
Valur,Arnór Snær Óskarsson,2017/18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Thor,Arnór Þorri Þorsteinsson,2020/21,22,1.6,40.9,0,0,0.4,0.5,0.9,57.1,0.2,1,0.57,1,0.3,0,0,0.2,0,0.2,0,5.3
Akureyri,Arnór Þorri Þorsteinsson,2018/19,17,0.3,38.5,0,0,0.1,0.1,0.2,66.7,0,0.2,0.67,1,0,0,0.1,0.5,0,0.1,0,5.1
Fram,Arnþór Sævarsson,2023/24,10,1,55.6,0,0,0.3,0.4,1.2,33.3,0.3,1.8,0.22,0.67,0.3,0.4,0.1,1.4,0.1,0.2,0,5.5
Thor,Arnþór Gylfi Finnsson,2020/21,21,1,75,0,0,0,0.1,0.1,66.7,0,0.4,0.25,0.38,0.1,0.1,0,0,0,0.1,0,5.3
Akureyri,Arnþór Gylfi Finnsson,2018/19,13,0.5,63.6,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0,0.2,0,0,0,5.1
FH,Aron Pálmarsson,2023/24,27,5.4,57.9,0.6,71.4,0.2,4.1,5.4,76.6,0.9,1.6,2.58,3.37,0.5,0.9,0.1,1,0,0.1,0,7.6
KA,Aron Daði Bergþórsson,2022/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Valur,Aron Dagur Pálsson,2023/24,27,1,40.3,0,0,0.1,2.4,3.4,71.4,0.1,0.9,2.6,3.64,0.2,0.5,0.3,1,0,0.4,0,5.9
Valur,Aron Dagur Pálsson,2022/23,24,1.9,48.4,0,0,0.1,3.6,4.9,73.1,0.5,1.9,1.93,2.64,0.4,0.3,0.1,2.3,0.1,0.5,0,6.4
Fram,Aron Fannar Sindrason,2020/21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fram,Aron Fannar Sindrason,2019/20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,5
Fram,Aron Fannar Sindrason,2018/19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fram,Aron Fannar Sindrason,2017/18,13,0.1,50,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.4,1.2,0.2,0.3,0,5.1
HK,Aron Gauti Óskarsson,2023/24,19,1.7,49.3,0,0,0.1,0.5,0.7,71.4,0,0.4,1.43,2,0.2,0.2,0,0.3,0,0.4,0,5.4
Fram,Aron Gauti Óskarsson,2021/22,11,0.2,33.3,0,0,0.1,0.2,0.3,66.7,0.1,0.1,2,3,0,0,0,1.1,0.1,0.2,0,5.1
Fram,Aron Gauti Óskarsson,2020/21,4,1.5,75,0.3,100,0,0.5,0.5,100,0,0.5,1,1,0.3,0,0,0.5,0,0.3,0,5.4
Fram,Aron Gauti Óskarsson,2019/20,4,2,50,0,0,0.3,0.5,1.3,40,0,0.3,2,5,0,0.3,0,0.5,0,0,0,5.7
Fram,Aron Gauti Óskarsson,2018/19,20,2.1,50,0,0,0.1,0.4,1,42.1,0.2,0.7,0.62,1.46,0.2,0.2,0.1,1.8,0.1,0.6,0.1,5.5
Thor,Aron Hólm Kristjánsson,2020/21,19,1.1,47.7,0,0,0.2,1.1,1.7,65.6,0.4,1.2,0.95,1.45,0.1,0.1,0,0.6,0.1,0.1,0,5.5
Fjolnir,Aron Ingi Heiðmarsson,2019/20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,0,4.9
Grotta,Aron Valur Jóhannsson,2022/23,4,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1.8,0,0.5,0,5.2
Grotta,Aron Valur Jóhannsson,2021/22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Fram,Aron Örn Heimisson,2020/21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Aron Örn Ægisson,2020/21,11,0.1,50,0,0,0,0.2,0.2,100,0.1,0,0,0,0,0.3,0.4,2.4,0.2,0.5,0,5.2
Fram,Aron Örn Heimisson,2019/20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
IR,Aron Örn Ægisson,2019/20,3,0,0,0,0,0,0.3,0.3,100,0,0,0,0,0,0,0,2,0,0.3,0,5.2
IR,Aron Örn Ægisson,2018/19,10,0.2,33.3,0,0,0,0.5,0.6,83.3,0,0.1,5,6,0,0.2,0.2,3.5,0.1,0.6,0,5.4
IR,Aron Örn Ægisson,2017/18,12,0.9,55,0,0,0.3,0.8,0.8,100,0.1,0.7,1.25,1.25,0.1,0.3,0.3,4.6,0.2,0.9,0,5.8
Haukar,Atli Már Báruson,2022/23,33,0.4,70,0,0,0.1,0.2,0.3,60,0.1,0.1,1.5,2.5,0.1,0.1,0,0.4,0,0.2,0,5.2
Haukar,Atli Már Báruson,2021/22,29,1.2,59,0,0,0.4,1.1,1.7,66,0.2,1.2,0.97,1.47,0.2,0.2,0.1,2.1,0.1,0.4,0,5.8
Haukar,Atli Már Báruson,2020/21,28,1.9,54.1,0,0,0.4,1.9,2.5,74.3,0.5,0.9,2.17,2.92,0.1,0.5,0.1,2.2,0,0.5,0,6.2
Haukar,Atli Már Báruson,2019/20,19,3.6,52.3,0.2,50,0.3,3.5,4.3,81.7,0.2,2.5,1.43,1.74,0.8,0.3,0.1,4.4,0.1,0.6,0.1,6.7
Haukar,Atli Már Báruson,2018/19,34,3.7,63.1,1,72.3,0.4,1.7,2.4,69.9,0.3,2.1,0.83,1.19,0.4,0.2,0.1,1.3,0,0.4,0,6.4
Haukar,Atli Már Báruson,2017/18,25,3,59.1,0,100,0.5,3,4.7,63.6,0.4,1.8,1.67,2.62,0.5,0.5,0.1,3.7,0.5,0.7,0,6.9
Stjarnan,Atli Rúnar Steinþórsson,2021/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
