timabil,dags,heima,gestir,stig_heima,stig_gestir
2021,2021-03-05T20:30:00Z,Fram U,Hörður,32,35
2021,2021-03-06T14:00:00Z,Kría,Valur U,25,25
2021,2021-03-06T17:00:00Z,Vængir Júpíters,Haukar U,19,25
2021,2021-03-06T19:30:00Z,Víkingur,HK,22,23
2021,2021-03-19T19:30:00Z,Selfoss U,Víkingur,24,31
2021,2021-03-19T19:30:00Z,HK,Vængir Júpíters,36,25
2021,2021-03-19T20:00:00Z,Haukar U,Kría,28,26
2021,2021-03-19T20:45:00Z,Fjölnir,Fram U,25,25
2021,2021-03-20T16:00:00Z,Valur U,Hörður,35,36
2021,2021-04-27T20:00:00Z,Vængir Júpíters,Selfoss U,22,31
2021,2021-04-28T19:30:00Z,Kría,HK,22,31
2021,2021-04-28T19:30:00Z,Víkingur,Fjölnir,25,24
2021,2021-04-28T20:00:00Z,Hörður,Haukar U,34,35
2021,2021-04-28T20:40:00Z,Fram U,Valur U,19,26
2021,2021-05-01T14:00:00Z,Haukar U,Valur U,39,34
2021,2021-05-01T14:00:00Z,Víkingur,Fram U,27,24
2021,2021-05-01T16:00:00Z,Fjölnir,Vængir Júpíters,37,26
2021,2021-05-01T17:00:00Z,Selfoss U,Kría,34,28
2021,2021-05-01T19:30:00Z,HK,Hörður,38,14
2021,2021-05-04T20:30:00Z,Haukar U,Hörður,31,26
2021,2021-05-06T20:00:00Z,Valur U,HK,26,30
2021,2021-05-07T19:00:00Z,Hörður,Selfoss U,40,33
2021,2021-05-07T19:30:00Z,Vængir Júpíters,Víkingur,19,32
2021,2021-05-07T20:00:00Z,Kría,Fjölnir,21,31
2021,2021-05-08T16:00:00Z,Fram U,Haukar U,26,39
2021,2021-05-11T19:30:00Z,Selfoss U,Valur U,25,25
2021,2021-05-11T19:30:00Z,Hörður,Fjölnir,29,35
2021,2021-05-11T19:30:00Z,HK,Haukar U,27,20
2021,2021-05-11T19:30:00Z,Víkingur,Kría,26,19
2021,2021-05-11T20:30:00Z,Vængir Júpíters,Fram U,24,26
2021,2021-05-14T19:30:00Z,Kría,Vængir Júpíters,34,31
2021,2021-05-14T19:30:00Z,Valur U,Fjölnir,27,27
2021,2021-05-14T19:30:00Z,Fram U,HK,16,29
2021,2021-05-14T19:30:00Z,Hörður,Víkingur,32,36
2021,2021-05-14T19:30:00Z,Haukar U,Selfoss U,27,23
2020,2019-09-20T19:30:00Z,Þróttur,Fjölnir U,36,29
2020,2019-09-20T20:00:00Z,FH U,Þór,27,29
2020,2019-09-20T20:00:00Z,Stjarnan U,Valur U,21,31
2020,2019-09-20T20:00:00Z,Haukar U,Grótta,26,19
2020,2019-09-20T20:30:00Z,KA U,Víkingur,26,24
2020,2019-09-26T20:30:00Z,Fjölnir U,FH U,20,24
2020,2019-09-27T19:00:00Z,KA U,Stjarnan U,44,19
2020,2019-09-27T19:30:00Z,Þór,Haukar U,30,22
2020,2019-09-27T19:30:00Z,Víkingur,Grótta,21,25
2020,2019-10-01T19:40:00Z,Valur U,Þróttur,27,35
2020,2019-10-04T19:30:00Z,Þróttur,KA U,33,29
2020,2019-10-04T20:00:00Z,Haukar U,Fjölnir U,33,19
2020,2019-10-04T20:00:00Z,Grótta,Þór,29,33
2020,2019-10-06T15:00:00Z,Stjarnan U,Víkingur,20,22
2020,2019-10-07T20:00:00Z,FH U,Valur U,34,26
2020,2019-10-11T19:45:00Z,Fjölnir U,Grótta,26,27
2020,2019-10-11T20:30:00Z,KA U,FH U,35,30
2020,2019-10-12T16:30:00Z,Víkingur,Þór,26,26
2020,2019-10-12T18:00:00Z,Stjarnan U,Þróttur,34,34
2020,2019-10-13T17:15:00Z,Valur U,Haukar U,32,28
2020,2019-10-15T20:10:00Z,Þróttur,Víkingur,28,29
2020,2019-10-17T20:15:00Z,FH U,Stjarnan U,27,29
2020,2019-10-18T18:00:00Z,Grótta,Valur U,29,33
2020,2019-10-18T19:30:00Z,Þór,Fjölnir U,30,28
2020,2019-10-18T20:00:00Z,Haukar U,KA U,33,29
2020,2019-10-31T18:30:00Z,Víkingur,Fjölnir U,29,31
2020,2019-11-01T19:30:00Z,Þróttur,FH U,30,31
2020,2019-11-01T20:00:00Z,Stjarnan U,Haukar U,21,35
2020,2019-11-03T17:00:00Z,KA U,Grótta,33,39
2020,2019-11-03T18:00:00Z,Valur U,Þór,33,33
2020,2019-11-07T20:15:00Z,FH U,Víkingur,34,30
2020,2019-11-08T19:30:00Z,Þór,KA U,30,28
2020,2019-11-08T19:45:00Z,Fjölnir U,Valur U,25,26
2020,2019-11-08T20:00:00Z,Haukar U,Þróttur,22,22
2020,2019-11-08T20:00:00Z,Grótta,Stjarnan U,33,31
2020,2019-11-15T19:30:00Z,FH U,Haukar U,32,36
2020,2019-11-15T19:30:00Z,Þróttur,Grótta,25,26
2020,2019-11-15T20:00:00Z,Víkingur,Valur U,24,28
2020,2019-11-15T20:00:00Z,Stjarnan U,Þór,23,30
2020,2019-11-17T15:00:00Z,KA U,Fjölnir U,26,25
2020,2019-11-26T19:30:00Z,Fjölnir U,Stjarnan U,26,22
2020,2019-11-29T19:15:00Z,Haukar U,Víkingur,31,29
2020,2019-11-29T19:30:00Z,Valur U,KA U,37,21
2020,2019-11-29T19:30:00Z,Þór,Þróttur,36,26
2020,2019-11-29T20:00:00Z,Grótta,FH U,37,27
2020,2019-12-06T19:30:00Z,Þór,FH U,30,22
2020,2019-12-06T19:30:00Z,Grótta,Haukar U,29,28
2020,2019-12-06T19:40:00Z,Fjölnir U,Þróttur,23,30
2020,2019-12-06T20:00:00Z,Víkingur,KA U,34,23
2020,2019-12-16T19:45:00Z,Valur U,Stjarnan U,30,29
2020,2020-01-28T20:00:00Z,Þróttur,Valur U,26,29
2020,2020-01-29T20:15:00Z,FH U,Fjölnir U,27,27
2020,2020-01-31T20:00:00Z,Grótta,Víkingur,25,26
2020,2020-02-01T14:00:00Z,Haukar U,Þór,24,33
2020,2020-02-02T18:00:00Z,Stjarnan U,KA U,23,23
2020,2020-02-07T18:00:00Z,Þór,Grótta,25,24
2020,2020-02-07T20:00:00Z,Víkingur,Stjarnan U,38,34
2020,2020-02-07T20:30:00Z,Valur U,FH U,24,33
2020,2020-02-07T20:30:00Z,Fjölnir U,Haukar U,19,29
2020,2020-02-09T15:00:00Z,KA U,Þróttur,30,31
2020,2020-02-11T20:00:00Z,Þróttur,Stjarnan U,32,21
2020,2020-02-12T18:30:00Z,Haukar U,Valur U,33,27
2020,2020-02-14T18:00:00Z,Grótta,Fjölnir U,39,26
2020,2020-02-15T15:00:00Z,Þór,Víkingur,32,24
2020,2020-02-15T17:30:00Z,FH U,KA U,37,27
2020,2020-02-21T19:30:00Z,Valur U,Grótta,27,27
2020,2020-02-21T20:00:00Z,Víkingur,Þróttur,26,25
2020,2020-02-21T20:00:00Z,Stjarnan U,FH U,26,39
2020,2020-02-21T20:30:00Z,Fjölnir U,Þór,23,35
2020,2020-02-23T15:00:00Z,KA U,Haukar U,29,37
2020,2020-02-27T20:15:00Z,FH U,Þróttur,24,31
2020,2020-02-28T19:30:00Z,Þór,Valur U,33,25
2020,2020-02-28T19:45:00Z,Fjölnir U,Víkingur,30,29
2020,2020-02-28T20:00:00Z,Grótta,KA U,33,32
2020,2020-02-29T14:00:00Z,Haukar U,Stjarnan U,34,23
2020,2020-03-13T00:00:00Z,Valur U,Fjölnir U,NA,NA
2020,2020-03-13T00:00:00Z,Stjarnan U,Grótta,NA,NA
2020,2020-03-13T00:00:00Z,Þróttur,Haukar U,NA,NA
2020,2020-03-13T00:00:00Z,Víkingur,FH U,NA,NA
2020,2020-03-17T00:00:00Z,KA U,Þór,NA,NA
2020,2020-03-19T00:00:00Z,Valur U,Víkingur,NA,NA
2020,2020-03-20T00:00:00Z,Grótta,Þróttur,NA,NA
2020,2020-03-20T00:00:00Z,Haukar U,FH U,NA,NA
2020,2020-03-20T00:00:00Z,Þór,Stjarnan U,NA,NA
2020,2020-03-20T00:00:00Z,Fjölnir U,KA U,NA,NA
2020,2020-03-28T00:00:00Z,FH U,Grótta,NA,NA
2020,2020-03-28T00:00:00Z,Víkingur,Haukar U,NA,NA
2020,2020-03-28T00:00:00Z,Stjarnan U,Fjölnir U,NA,NA
2020,2020-03-28T00:00:00Z,KA U,Valur U,NA,NA
2020,2020-03-28T00:00:00Z,Þróttur,Þór,NA,NA
2019,2018-09-21T18:30:00Z,ÍBV U,FH U,28,31
2019,2018-09-21T19:30:00Z,Valur U,ÍR U,33,26
2019,2018-09-21T20:00:00Z,Fjölnir,Haukar U,26,18
2019,2018-09-21T20:00:00Z,Stjarnan U,HK,25,31
2019,2018-09-26T19:30:00Z,Haukar U,HK,24,20
2019,2018-09-26T20:30:00Z,ÍR U,Stjarnan U,28,28
2019,2018-09-27T19:30:00Z,Þróttur,ÍBV U,31,28
2019,2018-09-27T20:00:00Z,FH U,Valur U,24,41
2019,2018-09-27T20:00:00Z,Fjölnir,Víkingur,32,25
2019,2018-10-03T18:30:00Z,ÍBV U,Fjölnir,22,35
2019,2018-10-05T19:00:00Z,HK,ÍR U,30,27
2019,2018-10-05T19:30:00Z,Valur U,Þróttur,32,26
2019,2018-10-05T20:00:00Z,Stjarnan U,FH U,31,27
2019,2018-10-05T20:00:00Z,Víkingur,Haukar U,29,24
2019,2018-10-09T20:00:00Z,FH U,HK,27,30
2019,2018-10-11T19:30:00Z,Haukar U,ÍR U,26,24
2019,2018-10-12T18:00:00Z,Fjölnir,Valur U,27,26
2019,2018-10-12T19:30:00Z,Þróttur,Stjarnan U,36,29
2019,2018-10-18T20:30:00Z,ÍR U,FH U,27,28
2019,2018-10-19T18:00:00Z,Stjarnan U,Fjölnir,27,28
2019,2018-10-20T13:30:00Z,ÍBV U,Haukar U,21,28
2019,2018-10-20T18:30:00Z,Valur U,Víkingur,25,25
2019,2018-10-21T18:00:00Z,HK,Þróttur,32,32
2019,2018-10-30T19:30:00Z,Víkingur,Stjarnan U,28,25
2019,2018-11-02T18:00:00Z,Fjölnir,HK,31,27
2019,2018-11-02T19:30:00Z,Þróttur,ÍR U,36,27
2019,2018-11-02T19:30:00Z,Haukar U,FH U,28,20
2019,2018-11-05T20:15:00Z,ÍBV U,Valur U,31,32
2019,2018-11-12T18:00:00Z,ÍR U,Fjölnir,22,29
2019,2018-11-12T20:00:00Z,Víkingur,ÍBV U,31,23
2019,2018-11-16T19:30:00Z,HK,Víkingur,22,29
2019,2018-11-16T20:30:00Z,FH U,Þróttur,35,35
2019,2018-11-16T20:45:00Z,Stjarnan U,ÍBV U,40,36
2019,2018-11-17T13:30:00Z,Haukar U,Valur U,28,25
2019,2018-11-23T18:30:00Z,ÍBV U,HK,28,29
2019,2018-11-23T19:30:00Z,Fjölnir,FH U,30,33
2019,2018-11-23T19:30:00Z,Víkingur,ÍR U,32,39
2019,2018-11-23T20:30:00Z,Valur U,Stjarnan U,35,20
2019,2018-11-24T16:30:00Z,Haukar U,Þróttur,28,26
2019,2018-11-27T19:30:00Z,HK,Stjarnan U,29,27
2019,2018-11-29T20:00:00Z,Fjölnir,Þróttur,32,27
2019,2018-11-30T19:30:00Z,HK,Valur U,20,25
2019,2018-11-30T20:00:00Z,FH U,Víkingur,28,18
2019,2018-11-30T20:00:00Z,Stjarnan U,Haukar U,23,34
2019,2018-11-30T20:45:00Z,ÍR U,ÍBV U,31,27
2019,2018-12-05T20:00:00Z,ÍR U,Valur U,20,30
2019,2018-12-07T19:30:00Z,Haukar U,Fjölnir,23,27
2019,2018-12-07T19:30:00Z,Þróttur,Víkingur,32,22
2019,2018-12-09T15:30:00Z,FH U,ÍBV U,24,34
2019,2019-01-28T20:00:00Z,Víkingur,Þróttur,25,21
2019,2019-02-01T18:30:00Z,ÍBV U,Þróttur,21,29
2019,2019-02-01T19:30:00Z,Víkingur,Fjölnir,21,28
2019,2019-02-01T20:00:00Z,Stjarnan U,ÍR U,31,28
2019,2019-02-03T18:00:00Z,HK,Haukar U,22,22
2019,2019-02-04T19:45:00Z,Valur U,FH U,30,30
2019,2019-02-07T20:15:00Z,FH U,Stjarnan U,31,26
2019,2019-02-08T19:30:00Z,Haukar U,Víkingur,23,24
2019,2019-02-08T19:30:00Z,Þróttur,Valur U,29,25
2019,2019-02-08T20:30:00Z,Fjölnir,ÍBV U,31,23
2019,2019-02-08T20:30:00Z,ÍR U,HK,23,31
2019,2019-02-22T19:30:00Z,Valur U,Fjölnir,31,31
2019,2019-02-22T19:30:00Z,HK,FH U,30,20
2019,2019-02-22T20:00:00Z,Stjarnan U,Þróttur,10,0
2019,2019-02-22T20:30:00Z,ÍR U,Haukar U,29,31
2019,2019-02-23T13:30:00Z,ÍBV U,Víkingur,34,35
2019,2019-02-27T20:00:00Z,FH U,ÍR U,33,29
2019,2019-03-01T18:00:00Z,Víkingur,Valur U,35,27
2019,2019-03-01T19:30:00Z,Fjölnir,Stjarnan U,32,21
2019,2019-03-02T16:30:00Z,Haukar U,ÍBV U,31,27
2019,2019-03-05T19:30:00Z,Þróttur,HK,30,29
2019,2019-03-14T20:00:00Z,FH U,Haukar U,25,25
2019,2019-03-14T21:15:00Z,Valur U,ÍBV U,33,31
2019,2019-03-15T19:30:00Z,HK,Fjölnir,25,26
2019,2019-03-15T20:00:00Z,Stjarnan U,Víkingur,36,35
2019,2019-03-15T20:30:00Z,ÍR U,Þróttur,23,30
2019,2019-03-21T19:30:00Z,Víkingur,HK,27,28
2019,2019-03-21T19:30:00Z,Þróttur,FH U,38,25
2019,2019-03-21T21:00:00Z,Valur U,Haukar U,25,32
2019,2019-03-22T19:45:00Z,ÍBV U,Stjarnan U,30,22
2019,2019-03-22T20:15:00Z,Fjölnir,ÍR U,41,27
2019,2019-03-29T18:00:00Z,Stjarnan U,Valur U,23,34
2019,2019-03-29T18:00:00Z,ÍR U,Víkingur,17,30
2019,2019-03-29T18:00:00Z,FH U,Fjölnir,24,33
2019,2019-03-29T18:00:00Z,HK,ÍBV U,30,30
2019,2019-03-29T18:00:00Z,Þróttur,Haukar U,22,23
2019,2019-04-05T18:00:00Z,ÍBV U,ÍR U,33,29
2019,2019-04-05T18:00:00Z,Þróttur,Fjölnir,27,37
2019,2019-04-05T18:00:00Z,Víkingur,FH U,29,25
2019,2019-04-05T18:00:00Z,Valur U,HK,34,32
2019,2019-04-05T18:00:00Z,Haukar U,Stjarnan U,33,24
2018,2017-09-15T19:30:00Z,Stjarnan U,Hvíti Riddarinn,28,27
2018,2017-09-15T19:30:00Z,HK,Þróttur,24,23
2018,2017-09-15T19:30:00Z,Akureyri,Valur U,27,25
2018,2017-09-15T20:00:00Z,Mílan,Haukar U,21,21
2018,2017-09-15T20:15:00Z,KA,ÍBV U,30,29
2018,2017-09-22T18:45:00Z,ÍBV U,Akureyri,26,35
2018,2017-09-22T20:00:00Z,Mílan,KA,22,26
2018,2017-09-22T20:00:00Z,HK,Stjarnan U,34,24
2018,2017-09-23T13:30:00Z,Valur U,Þróttur,20,24
2018,2017-09-23T14:30:00Z,Haukar U,Hvíti Riddarinn,33,24
2018,2017-10-06T18:00:00Z,Þróttur,ÍBV U,33,24
2018,2017-10-06T20:15:00Z,Hvíti Riddarinn,HK,26,36
2018,2017-10-06T20:15:00Z,KA,Haukar U,28,25
2018,2017-10-06T20:30:00Z,Akureyri,Mílan,28,25
2018,2017-10-11T19:00:00Z,KA,Akureyri,10,0
2018,2017-10-13T19:30:00Z,Valur U,Hvíti Riddarinn,29,27
2018,2017-10-13T20:00:00Z,Stjarnan U,ÍBV U,30,31
2018,2017-10-13T20:00:00Z,Mílan,Þróttur,19,20
2018,2017-10-15T19:30:00Z,Haukar U,HK,31,26
2018,2017-10-18T19:00:00Z,HK,Valur U,30,28
2018,2017-10-19T19:30:00Z,Stjarnan U,Mílan,30,23
2018,2017-10-20T18:00:00Z,Hvíti Riddarinn,ÍBV U,27,32
2018,2017-10-20T19:30:00Z,Þróttur,KA,20,25
2018,2017-10-21T14:00:00Z,Akureyri,Haukar U,27,18
2018,2017-10-31T19:30:00Z,Stjarnan U,Valur U,14,31
2018,2017-11-02T20:30:00Z,Mílan,Hvíti Riddarinn,28,23
2018,2017-11-03T18:00:00Z,ÍBV U,HK,23,38
2018,2017-11-03T19:30:00Z,Akureyri,Þróttur,30,25
2018,2017-11-04T15:45:00Z,KA,Stjarnan U,22,17
2018,2017-11-04T16:30:00Z,Haukar U,Valur U,29,24
2018,2017-11-07T20:00:00Z,Þróttur,Haukar U,30,22
2018,2017-11-10T18:00:00Z,HK,Mílan,30,21
2018,2017-11-10T19:30:00Z,Hvíti Riddarinn,KA,22,38
2018,2017-11-17T19:00:00Z,HK,KA,27,28
2018,2017-11-17T19:30:00Z,Þróttur,Stjarnan U,23,24
2018,2017-11-17T19:30:00Z,Akureyri,Hvíti Riddarinn,42,24
2018,2017-11-17T20:00:00Z,Mílan,Valur U,21,24
2018,2017-11-24T19:30:00Z,Stjarnan U,Haukar U,18,34
2018,2017-11-24T19:30:00Z,Þróttur,Hvíti Riddarinn,35,15
2018,2017-11-25T16:00:00Z,HK,Akureyri,19,29
2018,2017-11-25T18:30:00Z,Valur U,KA,23,25
2018,2017-12-02T15:00:00Z,Stjarnan U,Akureyri,25,26
2018,2017-12-02T16:00:00Z,Haukar U,ÍBV U,28,20
2018,2017-12-06T20:00:00Z,Hvíti Riddarinn,Stjarnan U,23,32
2018,2017-12-08T18:30:00Z,ÍBV U,KA,18,17
2018,2017-12-08T19:30:00Z,Þróttur,HK,32,26
2018,2017-12-08T20:00:00Z,Haukar U,Mílan,27,18
2018,2017-12-09T18:15:00Z,Valur U,Akureyri,18,18
2018,2018-01-12T19:30:00Z,Valur U,ÍBV U,24,21
2018,2018-01-19T19:30:00Z,ÍBV U,Mílan,33,18
2018,2018-01-24T20:00:00Z,Hvíti Riddarinn,Haukar U,15,33
2018,2018-01-26T18:00:00Z,Þróttur,Valur U,23,23
2018,2018-01-26T19:00:00Z,Akureyri,ÍBV U,34,23
2018,2018-01-27T15:45:00Z,KA,Mílan,31,12
2018,2018-01-29T19:30:00Z,Stjarnan U,HK,23,31
2018,2018-02-02T18:00:00Z,HK,Hvíti Riddarinn,29,20
2018,2018-02-02T19:30:00Z,ÍBV U,Þróttur,27,27
2018,2018-02-02T19:30:00Z,Valur U,Stjarnan U,20,17
2018,2018-02-03T16:15:00Z,Haukar U,KA,24,19
2018,2018-02-03T17:00:00Z,Mílan,Akureyri,15,33
2018,2018-02-13T19:30:00Z,Þróttur,Mílan,26,20
2018,2018-02-13T19:30:00Z,Hvíti Riddarinn,Valur U,22,27
2018,2018-02-13T19:30:00Z,HK,Haukar U,23,21
2018,2018-02-13T20:00:00Z,Akureyri,KA,24,20
2018,2018-02-16T19:30:00Z,ÍBV U,Hvíti Riddarinn,28,25
2018,2018-02-16T19:30:00Z,Valur U,HK,28,28
2018,2018-02-16T20:00:00Z,Mílan,Stjarnan U,18,23
2018,2018-02-16T20:15:00Z,KA,Þróttur,27,21
2018,2018-02-17T16:00:00Z,Haukar U,Akureyri,23,25
2018,2018-02-22T19:00:00Z,KA,Hvíti Riddarinn,33,16
2018,2018-02-22T20:30:00Z,ÍBV U,Valur U,29,22
2018,2018-02-23T20:00:00Z,Mílan,HK,20,29
2018,2018-02-24T13:30:00Z,Akureyri,Stjarnan U,10,0
2018,2018-02-24T16:00:00Z,Haukar U,Þróttur,29,30
2018,2018-02-28T20:00:00Z,Hvíti Riddarinn,Mílan,14,19
2018,2018-03-01T19:30:00Z,Valur U,Haukar U,21,21
2018,2018-03-02T18:00:00Z,HK,ÍBV U,34,23
2018,2018-03-02T19:30:00Z,Þróttur,Akureyri,24,24
2018,2018-03-03T15:00:00Z,Stjarnan U,KA,25,29
2018,2018-03-15T20:00:00Z,Hvíti Riddarinn,Akureyri,23,39
2018,2018-03-16T18:30:00Z,ÍBV U,Haukar U,22,25
2018,2018-03-16T19:30:00Z,Stjarnan U,Þróttur,27,28
2018,2018-03-16T19:30:00Z,Valur U,Mílan,27,15
2018,2018-03-17T14:00:00Z,KA,HK,23,22
2018,2018-03-18T21:00:00Z,ÍBV U,Stjarnan U,24,23
2018,2018-03-23T19:30:00Z,Akureyri,HK,26,20
2018,2018-03-23T19:30:00Z,Hvíti Riddarinn,Þróttur,21,34
2018,2018-03-23T19:30:00Z,KA,Valur U,26,22
2018,2018-03-23T19:30:00Z,Haukar U,Stjarnan U,26,24
2018,2018-03-27T19:30:00Z,Mílan,ÍBV U,35,28
2017,2016-09-16T18:30:00Z,ÍBV U,Þróttur,23,31
2017,2016-09-16T19:30:00Z,Fjölnir,Stjarnan U,36,22
2017,2016-09-16T20:00:00Z,KR,Víkingur,24,19
2017,2016-09-16T20:00:00Z,ÍR,Mílan,22,22
2017,2016-09-16T20:15:00Z,Hamrarnir,HK,17,16
2017,2016-09-17T14:00:00Z,Akureyri U,Valur U,29,23
2017,2016-09-23T18:00:00Z,HK,ÍBV U,10,0
2017,2016-09-23T19:30:00Z,Mílan,Hamrarnir,30,27
2017,2016-09-23T19:30:00Z,Stjarnan U,Valur U,30,30
2017,2016-09-23T20:00:00Z,Fjölnir,Akureyri U,33,25
2017,2016-09-24T14:00:00Z,Víkingur,Akureyri U,35,25
2017,2016-09-24T16:00:00Z,ÍR,Hamrarnir,29,26
2017,2016-09-27T20:00:00Z,Fjölnir,ÍR,27,25
2017,2016-09-30T18:30:00Z,ÍBV U,Mílan,37,33
2017,2016-09-30T19:00:00Z,Valur U,Víkingur,27,24
2017,2016-09-30T19:30:00Z,ÍR,Stjarnan U,28,19
2017,2016-09-30T20:00:00Z,KR,HK,26,31
2017,2016-09-30T20:15:00Z,Hamrarnir,Fjölnir,26,33
2017,2016-10-02T15:00:00Z,Akureyri U,Þróttur,0,10
2017,2016-10-07T19:30:00Z,Mílan,KR,22,23
2017,2016-10-07T19:30:00Z,Þróttur,Valur U,29,29
2017,2016-10-07T19:30:00Z,Stjarnan U,Víkingur,28,26
2017,2016-10-07T21:00:00Z,Fjölnir,ÍBV U,29,27
2017,2016-10-10T18:30:00Z,ÍBV U,ÍR,22,34
2017,2016-10-14T19:45:00Z,Víkingur,Þróttur,23,22
2017,2016-10-14T20:00:00Z,HK,Akureyri U,33,20
2017,2016-10-14T20:00:00Z,KR,Fjölnir,25,29
2017,2016-10-15T11:30:00Z,Mílan,Akureyri U,28,29
2017,2016-10-16T14:00:00Z,Hamrarnir,Stjarnan U,29,24
2017,2016-10-18T19:30:00Z,Þróttur,KR,28,25
2017,2016-10-18T19:30:00Z,Valur U,HK,26,27
2017,2016-10-21T19:30:00Z,ÍR,KR,27,27
2017,2016-10-21T19:30:00Z,Stjarnan U,Þróttur,27,26
2017,2016-10-21T19:30:00Z,Mílan,Valur U,23,31
2017,2016-10-21T20:00:00Z,HK,Víkingur,21,28
2017,2016-10-28T18:30:00Z,ÍBV U,Stjarnan U,25,28
2017,2016-10-28T19:30:00Z,Þróttur,HK,26,26
2017,2016-10-28T19:45:00Z,Víkingur,Mílan,26,17
2017,2016-10-28T20:00:00Z,KR,Hamrarnir,31,25
2017,2016-10-29T15:00:00Z,Akureyri U,ÍR,24,27
2017,2016-10-29T16:00:00Z,Valur U,Hamrarnir,28,24
2017,2016-11-11T18:00:00Z,Fjölnir,Víkingur,32,27
2017,2016-11-11T19:30:00Z,Stjarnan U,HK,20,32
2017,2016-11-11T19:30:00Z,ÍR,Valur U,35,21
2017,2016-11-12T15:30:00Z,ÍBV U,KR,25,35
2017,2016-11-13T19:30:00Z,Mílan,Þróttur,22,34
2017,2016-11-15T19:30:00Z,Valur U,Fjölnir,24,29
2017,2016-11-15T19:30:00Z,Hamrarnir,Akureyri U,24,25
2017,2016-11-18T19:30:00Z,Víkingur,ÍR,26,21
2017,2016-11-18T19:30:00Z,Þróttur,Fjölnir,30,39
2017,2016-11-18T19:30:00Z,HK,Mílan,35,24
2017,2016-11-18T20:00:00Z,KR,Stjarnan U,33,26
2017,2016-11-25T19:30:00Z,ÍR,Þróttur,33,28
2017,2016-11-25T19:30:00Z,Stjarnan U,Mílan,33,32
2017,2016-11-25T19:30:00Z,Fjölnir,HK,37,18
2017,2016-11-25T20:00:00Z,ÍBV U,Valur U,27,32
2017,2016-11-25T20:00:00Z,KR,Akureyri U,28,24
2017,2016-11-25T20:15:00Z,Hamrarnir,Víkingur,23,25
2017,2016-12-01T21:00:00Z,Valur U,KR,21,28
2017,2016-12-02T19:30:00Z,Þróttur,Hamrarnir,30,25
2017,2016-12-02T19:30:00Z,Mílan,Fjölnir,14,29
2017,2016-12-02T20:15:00Z,Víkingur,ÍBV U,27,22
2017,2016-12-03T14:00:00Z,HK,Hamrarnir,26,22
2017,2016-12-07T19:00:00Z,HK,ÍR,25,24
2017,2016-12-09T19:30:00Z,Stjarnan U,Fjölnir,24,35
2017,2016-12-09T19:30:00Z,Víkingur,KR,24,29
2017,2016-12-09T19:30:00Z,Valur U,Akureyri U,22,25
2017,2016-12-11T16:00:00Z,Þróttur,ÍBV U,10,0
2017,2016-12-11T19:30:00Z,Mílan,ÍR,29,31
2017,2016-12-14T19:30:00Z,Valur U,Stjarnan U,30,26
2017,2016-12-14T20:15:00Z,KR,Þróttur,37,27
2017,2016-12-16T18:30:00Z,ÍBV U,HK,24,29
2017,2016-12-16T19:30:00Z,ÍR,Fjölnir,26,30
2017,2016-12-17T14:00:00Z,Akureyri U,Víkingur,22,25
2017,2017-01-08T13:30:00Z,Akureyri U,Stjarnan U,27,27
2017,2017-01-13T20:30:00Z,Akureyri U,ÍBV U,26,25
2017,2017-01-14T12:00:00Z,ÍBV U,Akureyri U,30,23
2017,2017-01-20T20:20:00Z,Hamrarnir,ÍBV U,27,26
2017,2017-01-21T13:00:00Z,ÍBV U,Hamrarnir,30,27
2017,2017-01-21T14:00:00Z,Þróttur,Akureyri U,32,26
2017,2017-01-27T19:30:00Z,HK,KR,20,21
2017,2017-01-27T19:30:00Z,Stjarnan U,Hamrarnir,33,32
2017,2017-01-27T19:45:00Z,Víkingur,Valur U,26,25
2017,2017-01-27T20:30:00Z,Mílan,ÍBV U,27,34
2017,2017-01-28T16:30:00Z,Fjölnir,Hamrarnir,42,21
2017,2017-01-31T19:30:00Z,Stjarnan U,ÍR,23,23
2017,2017-02-03T19:30:00Z,Víkingur,Stjarnan U,25,24
2017,2017-02-03T20:00:00Z,KR,Mílan,28,18
2017,2017-02-03T20:00:00Z,Valur U,Þróttur,23,23
2017,2017-02-03T20:15:00Z,Hamrarnir,ÍR,27,41
2017,2017-02-04T13:30:00Z,ÍBV U,Fjölnir,29,35
2017,2017-02-11T13:30:00Z,Akureyri U,HK,31,31
2017,2017-02-17T19:30:00Z,Þróttur,Víkingur,26,23
2017,2017-02-17T19:30:00Z,ÍR,ÍBV U,37,24
2017,2017-02-17T20:00:00Z,HK,Valur U,29,21
2017,2017-02-17T20:15:00Z,Fjölnir,KR,29,25
2017,2017-02-17T21:45:00Z,Hamrarnir,Mílan,22,21
2017,2017-02-18T14:00:00Z,Akureyri U,Mílan,22,19
2017,2017-03-03T19:00:00Z,Þróttur,Stjarnan U,25,24
2017,2017-03-03T19:30:00Z,Valur U,Mílan,24,17
2017,2017-03-03T19:30:00Z,Víkingur,HK,29,26
2017,2017-03-03T20:15:00Z,KR,ÍR,26,33
2017,2017-03-04T14:00:00Z,Akureyri U,Fjölnir,26,36
2017,2017-03-10T19:30:00Z,ÍR,Akureyri U,35,24
2017,2017-03-10T19:30:00Z,HK,Þróttur,26,32
2017,2017-03-10T19:30:00Z,Mílan,Víkingur,26,28
2017,2017-03-10T20:15:00Z,Stjarnan U,ÍBV U,29,28
2017,2017-03-10T20:15:00Z,Fjölnir,Valur U,28,29
2017,2017-03-10T20:15:00Z,Hamrarnir,KR,28,41
